file	ploidy	quality_manual	coverage	spikiness	evenness.mean	evenness.med	end	background	reads.per.mb.bpr	coverage.bpr	gene
fucci_recq5_c15_w1_negctrl_3e8_S251_.trimmed.mdup.bam	1	E	0.00001006	1.9	0.143566131	0.075589557	pe	0.5	0	0	RECQL5
fucci_recq5_c15_w11_single_3e8_S256_.trimmed.mdup.bam	1	E	0.00002547	1.709803922	0.228132444	0.134416474	pe	0.4	0	0	RECQL5
fucci_recq5_c15_w15_single_3e8_S258_.trimmed.mdup.bam	1	E	0.00453271	0.245503266	0.250161319	0.248872966	pe	0.016633868	29	0.21	RECQL5
fucci_recq5_c15_w17_single_3e8_S259_.trimmed.mdup.bam	1	E	0.00000194	1.95	0.075490699	0.038242326	pe	0.333333333	0	0	RECQL5
fucci_recq5_c15_w29_single_3e8_S265_.trimmed.mdup.bam	1	E	0.00236914	0.32619524	0.244332755	0.243642749	pe	0.089691764	15	0.11	RECQL5
fucci_recq5_c15_w33_single_3e8_S267_.trimmed.mdup.bam	1	E	0.00000761	1.921052632	0.138177279	0.072528933	pe	0.4	0	0	RECQL5
fucci_recq5_c15_w35_single_3e8_S268_.trimmed.mdup.bam	1	E	0.0000084	1.918604651	0.144911704	0.076507414	pe	0.333333333	0	0	RECQL5
fucci_recq5_c15_w37_single_3e8_S269_.trimmed.mdup.bam	1	E	0.00000911	1.913513514	0.153545812	0.081513282	pe	0.25	0	0	RECQL5
fucci_recq5_c15_w41_single_3e8_S271_.trimmed.mdup.bam	1	E	0.00244707	0.309121328	0.258868504	0.258661557	pe	0.010808203	15	0.11	RECQL5
fucci_recq5_c15_w45_single_3e8_S273_.trimmed.mdup.bam	1	E	0.00001063	1.827751196	0.160945079	0.086064794	pe	0.142857143	0	0	RECQL5
fucci_recq5_c15_w47_single_3e8_S274_.trimmed.mdup.bam	1	E	0.00176748	0.35015791	0.262052568	0.261962881	pe	0.026128885	11	0.08	RECQL5
fucci_recq5_c15_w9_single_3e8_S255_.trimmed.mdup.bam	1	E	0.00000622	1.96875	0.130064299	0.06778495	pe	0.315789474	0	0	RECQL5
fucci_wt_c13_w1_negctrl_3e8_S201_.trimmed.mdup.bam	1	E	0.00001678	1.824561404	0.191891456	0.106806854	pe	0	0	0	WT
fucci_wt_c13_w13_single_3e8_S207_.trimmed.mdup.bam	1	E	0.00003043	1.607085346	0.245181754	0.149854932	pe	0.5	0	0	WT
fucci_wt_c13_w15_single_3e8_S208_.trimmed.mdup.bam	1	E	0.00372137	0.328839374	0.252698186	0.249085725	pe	0.201273697	22	0.18	WT
fucci_wt_c13_w17_single_3e8_S209_.trimmed.mdup.bam	1	E	0.00099035	0.424871782	0.254904565	0.253528179	pe	0.016080778	6	0.05	WT
fucci_wt_c13_w21_single_3e8_S211_.trimmed.mdup.bam	1	E	0.00000927	1.813186813	0.153882429	0.081663813	pe	0.5	0	0	WT
fucci_wt_c13_w29_single_3e8_S215_.trimmed.mdup.bam	1	E	0.00406509	0.237641079	0.225107414	0.224688202	pe	0.021240917	26	0.19	WT
fucci_wt_c13_w3_single_3e8_S202_.trimmed.mdup.bam	1	E	0.0000308	1.616613419	0.244032613	0.149034203	pe	0	0	0	WT
fucci_wt_c13_w31_single_3e8_S216_.trimmed.mdup.bam	1	E	0.00004528	1.539951574	0.262392872	0.170966397	pe	0	0	0	WT
fucci_wt_c13_w35_single_3e8_S218_.trimmed.mdup.bam	1	E	0.0000088	1.888268156	0.149495755	0.079144812	pe	0.25	0	0	WT
fucci_wt_c13_w37_single_3e8_S219_.trimmed.mdup.bam	1	E	0.00003374	1.65045045	0.236435361	0.141530152	pe	0	0	0	WT
fucci_wt_c13_w41_single_3e8_S221_.trimmed.mdup.bam	1	E	0.0000046	1.911111111	0.108741213	0.055952099	pe	0.5	0	0	WT
fucci_wt_c13_w43_single_3e8_S222_.trimmed.mdup.bam	1	E	0.00001264	1.859375	0.17859831	0.097124664	pe	0.2	0	0	WT
fucci_wt_c13_w45_single_3e8_S223_.trimmed.mdup.bam	1	E	0.00000568	1.947368421	0.122700138	0.063645269	pe	0.285714286	0	0	WT
fucci_wt_c13_w49_single_3e8_S225_.trimmed.mdup.bam	1	E	0.00014046	1.053038286	0.255678608	0.25167429	pe	0.5	1	0.01	WT
fucci_wt_c13_w9_single_3e8_S205_.trimmed.mdup.bam	1	E	0.00000513	1.904761905	0.120993397	0.062633312	pe	0.266666667	0	0	WT
fucci-wt-negctrl-f11-r7-c7_S147_L001_.trimmed.mdup.bam	1	E	0.00000005	2	0.012012498	0.006008201	pe	0.5	0	0	WT
fucci-wt-negctrl-f12-r7-c7_S196_L001_.trimmed.mdup.bam	1	E	0.0000001	2	0.016985476	0.00849826	pe	0.5	0	0	WT
fucci-wt-negctrl-f7-r7-c7_S49_L001_.trimmed.mdup.bam	1	E	0.00000015	2	0.020799493	0.010409893	pe	0.5	0	0	WT
fucci-wt-negctrl-f8-r7-c7_S343_.trimmed.mdup.bam	1	E	0.00000073	2	0.043604023	0.021901629	pe	0.375	0	0	WT
fucci-wt-negctrl-f8-r7-c7_S98_L001_.trimmed.mdup.bam	1	E	0.00000005	2	0.012012498	0.006008201	pe	0.5	0	0	WT
fucci-wt-single-f11-r1-c1_S99_L001_.trimmed.mdup.bam	1	E	0.00000044	2	0.035990615	0.01804808	pe	0.461538462	0	0	WT
fucci-wt-single-f11-r1-c2_S100_L001_.trimmed.mdup.bam	1	E	0.00000618	1.920634921	0.131037508	0.068292152	pe	0.181818182	0	0	WT
fucci-wt-single-f11-r1-c2_S2_L001_.trimmed.mdup.bam	1	E	0.00026513	0.790749306	0.266882243	0.265534348	pe	0.051170859	2	0.01	WT
fucci-wt-single-f11-r1-c3_S101_L001_.trimmed.mdup.bam	1	E	0.00000769	1.872611465	0.143932149	0.075756353	pe	0.307692308	0	0	WT
fucci-wt-single-f11-r1-c4_S102_L001_.trimmed.mdup.bam	1	E	0.00007679	1.314098361	0.283954161	0.231097543	pe	0.07223114	0	0	WT
fucci-wt-single-f11-r1-c5_S103_L001_.trimmed.mdup.bam	1	E	0.00000078	2	0.047932728	0.024091597	pe	0.454545455	0	0	WT
fucci-wt-single-f11-r1-c6_S104_L001_.trimmed.mdup.bam	1	E	0.00000769	1.886075949	0.142661961	0.07506214	pe	0.131147541	0	0	WT
fucci-wt-single-f11-r1-c7_S105_L001_.trimmed.mdup.bam	1	E	0.00002576	1.658349328	0.228297948	0.135082869	pe	0.071698113	0	0	WT
fucci-wt-single-f11-r2-c1_S106_L001_.trimmed.mdup.bam	1	E	0.00000989	1.802955665	0.160038268	0.085461101	pe	0.222222222	0	0	WT
fucci-wt-single-f11-r2-c2_S107_L001_.trimmed.mdup.bam	1	E	0.00000321	1.969230769	0.095835367	0.04895142	pe	0.357142857	0	0	WT
fucci-wt-single-f11-r2-c3_S108_L001_.trimmed.mdup.bam	1	E	0.00002731	1.678832117	0.230261036	0.136875911	pe	0.037037037	0	0	WT
fucci-wt-single-f11-r2-c4_S109_L001_.trimmed.mdup.bam	1	E	0.00000745	1.907284768	0.139441323	0.073192427	pe	0.142857143	0	0	WT
fucci-wt-single-f11-r2-c5_S110_L001_.trimmed.mdup.bam	1	E	0.00000486	1.98	0.115884818	0.059847898	pe	0.196428571	0	0	WT
fucci-wt-single-f11-r2-c6_S111_L001_.trimmed.mdup.bam	1	E	0.00001802	1.775956284	0.20067869	0.112716972	pe	0.057142857	0	0	WT
fucci-wt-single-f11-r2-c7_S112_L001_.trimmed.mdup.bam	1	E	0.00000453	1.956989247	0.112892727	0.058185501	pe	0.163265306	0	0	WT
fucci-wt-single-f11-r3-c1_S113_L001_.trimmed.mdup.bam	1	E	0.00000321	1.84375	0.093659877	0.047808475	pe	0.307692308	0	0	WT
fucci-wt-single-f11-r3-c2_S114_L001_.trimmed.mdup.bam	1	E	0.00002166	1.760368664	0.215429159	0.123895918	pe	0.089201878	0	0	WT
fucci-wt-single-f11-r3-c3_S115_.trimmed.mdup.bam	1	E	0.00019282	0.939361983	0.266353196	0.247333638	pe	0.034552846	1	0.01	WT
fucci-wt-single-f11-r3-c3_S115_L001_.trimmed.mdup.bam	1	E	0.0000001	2	0.016985476	0.00849826	pe	0.5	0	0	WT
fucci-wt-single-f11-r3-c4_S116_L001_.trimmed.mdup.bam	1	E	0.00000395	1.975308642	0.105405294	0.054108988	pe	0.2	0	0	WT
fucci-wt-single-f11-r3-c5_S117_L001_.trimmed.mdup.bam	1	E	0.00002007	1.734643735	0.210238601	0.119702999	pe	0.059322034	0	0	WT
fucci-wt-single-f11-r3-c6_S118_.trimmed.mdup.bam	1	E	0.00181204	0.364512119	0.271710297	0.271134545	pe	0.023417322	10	0.07	WT
fucci-wt-single-f11-r3-c6_S118_L001_.trimmed.mdup.bam	1	E	0.00000054	2	0.034628224	0.017364887	pe	0.444444444	0	0	WT
fucci-wt-single-f11-r3-c7_S119_L001_.trimmed.mdup.bam	1	E	0.00000277	2	0.087537835	0.044565243	pe	0.324324324	0	0	WT
fucci-wt-single-f11-r3-c7_S21_L001_.trimmed.mdup.bam	1	E	0.0008483	0.479225986	0.259484192	0.257734611	pe	0.04877193	5	0.04	WT
fucci-wt-single-f11-r4-c1_S120_L001_.trimmed.mdup.bam	1	E	0.00001617	1.799392097	0.192538137	0.106896173	pe	0.074829932	0	0	WT
fucci-wt-single-f11-r4-c2_S121_L001_.trimmed.mdup.bam	1	E	0.00000554	1.909090909	0.122627486	0.063564736	pe	0.179487179	0	0	WT
fucci-wt-single-f11-r4-c3_S122_L001_.trimmed.mdup.bam	1	E	0.00000312	1.903225806	0.093644242	0.047784645	pe	0.260869565	0	0	WT
fucci-wt-single-f11-r4-c4_S123_L001_.trimmed.mdup.bam	1	E	0.00001364	1.870036101	0.180712341	0.098727829	pe	0.128205128	0	0	WT
fucci-wt-single-f11-r4-c4_S25_L001_.trimmed.mdup.bam	1	E	0.00013604	1.052896725	0.25599901	0.251670728	pe	0.088435374	1	0.01	WT
fucci-wt-single-f11-r4-c5_S124_L001_.trimmed.mdup.bam	1	E	0.00000414	1.976470588	0.107965644	0.05549737	pe	0.212765957	0	0	WT
fucci-wt-single-f11-r4-c6_S125_L001_.trimmed.mdup.bam	1	E	0.00000395	1.974683544	0.104098861	0.053402716	pe	0.257142857	0	0	WT
fucci-wt-single-f11-r4-c7_S126_L001_.trimmed.mdup.bam	1	E	0.00000784	1.836477987	0.144829887	0.076281039	pe	0.119266055	0	0	WT
fucci-wt-single-f11-r5-c1_S127_.trimmed.mdup.bam	1	E	0.00018811	0.942440318	0.259673545	0.240313945	pe	0.020231214	1	0.01	WT
fucci-wt-single-f11-r5-c1_S127_L001_.trimmed.mdup.bam	1	E	0.00000024	2	0.026843296	0.013443486	pe	0.5	0	0	WT
fucci-wt-single-f11-r5-c2_S128_L001_.trimmed.mdup.bam	1	E	0.00000385	2	0.104755659	0.053739653	pe	0.211538462	0	0	WT
fucci-wt-single-f11-r5-c3_S129_L001_.trimmed.mdup.bam	1	E	0.00001655	1.754491018	0.195063135	0.108532959	pe	0.091954023	0	0	WT
fucci-wt-single-f11-r5-c4_S130_L001_.trimmed.mdup.bam	1	E	0.00000804	1.890243902	0.142931842	0.07528135	pe	0.134328358	0	0	WT
fucci-wt-single-f11-r5-c5_S131_L001_.trimmed.mdup.bam	1	E	0.00000512	1.902912621	0.118729443	0.061399399	pe	0.184210526	0	0	WT
fucci-wt-single-f11-r5-c6_S132_.trimmed.mdup.bam	1	E	0.00142178	0.379727096	0.251894694	0.250886741	pe	0.02062594	9	0.07	WT
fucci-wt-single-f11-r5-c6_S132_L001_.trimmed.mdup.bam	1	E	0.00000058	2	0.041538065	0.02085032	pe	0.416666667	0	0	WT
fucci-wt-single-f11-r5-c7_S133_L001_.trimmed.mdup.bam	1	E	0.00000409	1.904761905	0.106107646	0.054505897	pe	0.219512195	0	0	WT
fucci-wt-single-f11-r6-c1_S134_L001_.trimmed.mdup.bam	1	E	0.0000022	2	0.08000406	0.040595532	pe	0.416666667	0	0	WT
fucci-wt-single-f11-r6-c2_S135_.trimmed.mdup.bam	1	E	0.00077242	0.489688064	0.25069528	0.249740989	pe	0.020320111	5	0.04	WT
fucci-wt-single-f11-r6-c2_S135_L001_.trimmed.mdup.bam	1	E	0.00000054	2	0.037931258	0.019027446	pe	0.416666667	0	0	WT
fucci-wt-single-f11-r6-c3_S136_L001_.trimmed.mdup.bam	1	E	0.00001099	1.882352941	0.166896572	0.089683598	pe	0.113636364	0	0	WT
fucci-wt-single-f11-r6-c3_S38_L001_.trimmed.mdup.bam	1	E	0.00275989	0.286268075	0.232663324	0.232613285	pe	0.028736705	18	0.14	WT
fucci-wt-single-f11-r6-c4_S137_.trimmed.mdup.bam	1	E	0.00231889	0.342514944	0.247615838	0.245991903	pe	0.092632928	14	0.11	WT
fucci-wt-single-f11-r6-c4_S137_L001_.trimmed.mdup.bam	1	E	0.00000068	2	0.044851602	0.022528269	pe	0.5	0	0	WT
fucci-wt-single-f11-r6-c5_S138_L001_.trimmed.mdup.bam	1	E	0.00001485	1.834983498	0.190072258	0.104883903	pe	0.086419753	0	0	WT
fucci-wt-single-f11-r6-c6_S139_.trimmed.mdup.bam	1	E	0.00206305	0.314823009	0.240665043	0.240246621	pe	0.037513751	13	0.1	WT
fucci-wt-single-f11-r6-c6_S139_L001_.trimmed.mdup.bam	1	E	0.00000068	2	0.044851602	0.022528269	pe	0.5	0	0	WT
fucci-wt-single-f11-r6-c7_S140_L001_.trimmed.mdup.bam	1	E	0.00000662	1.895522388	0.133075591	0.069495533	pe	0.117647059	0	0	WT
fucci-wt-single-f11-r7-c1_S141_L001_.trimmed.mdup.bam	1	E	0.00000029	2	0.029400573	0.014728998	pe	0.5	0	0	WT
fucci-wt-single-f11-r7-c2_S142_L001_.trimmed.mdup.bam	1	E	0.0000039	1.974683544	0.101626332	0.052099575	pe	0.28125	0	0	WT
fucci-wt-single-f11-r7-c3_S143_L001_.trimmed.mdup.bam	1	E	0.00000589	1.932773109	0.12440116	0.06461471	pe	0.128205128	0	0	WT
fucci-wt-single-f11-r7-c4_S144_L001_.trimmed.mdup.bam	1	E	0.00003983	1.522981366	0.25375377	0.162787433	pe	0	0	0	WT
fucci-wt-single-f11-r7-c4_S46_L001_.trimmed.mdup.bam	1	E	0.00012696	1.078876491	0.257550797	0.255187158	pe	0.12	1	0.01	WT
fucci-wt-single-f11-r7-c5_S145_L001_.trimmed.mdup.bam	1	E	0.00000356	1.917808219	0.098760753	0.050546325	pe	0.307692308	0	0	WT
fucci-wt-single-f11-r7-c6_S146_L001_.trimmed.mdup.bam	1	E	0.00000783	1.936305732	0.141321178	0.074331269	pe	0.108108108	0	0	WT
fucci-wt-single-f12-r1-c1_S148_L001_.trimmed.mdup.bam	1	E	0.00002275	1.790849673	0.216744772	0.125261061	pe	0.066037736	0	0	WT
fucci-wt-single-f12-r1-c2_S149_L001_.trimmed.mdup.bam	1	E	0.00000895	1.868131868	0.154694855	0.082123278	pe	0.111111111	0	0	WT
fucci-wt-single-f12-r1-c2_S51_L001_.trimmed.mdup.bam	1	E	0.00054601	0.61911183	0.261823601	0.256994419	pe	0.215777262	3	0.03	WT
fucci-wt-single-f12-r1-c3_S150_L001_.trimmed.mdup.bam	1	E	0.00000732	1.893333333	0.136414257	0.071530338	pe	0.111111111	0	0	WT
fucci-wt-single-f12-r1-c4_S151_L001_.trimmed.mdup.bam	1	E	0.00015788	1.035032843	0.251183358	0.246186537	pe	0.021910605	1	0.01	WT
fucci-wt-single-f12-r1-c4_S53_L001_.trimmed.mdup.bam	1	E	0.00022568	0.855500108	0.270315672	0.254926654	pe	0.034666667	1	0.01	WT
fucci-wt-single-f12-r1-c5_S152_L001_.trimmed.mdup.bam	1	E	0.00000039	2	0.033937805	0.017013121	pe	0.5	0	0	WT
fucci-wt-single-f12-r1-c6_S153_L001_.trimmed.mdup.bam	1	E	0.00000983	1.84	0.156701264	0.083505279	pe	0.133333333	0	0	WT
fucci-wt-single-f12-r1-c6_S55_L001_.trimmed.mdup.bam	1	E	0.0002421	0.83633421	0.268763773	0.258010091	pe	0.086330935	1	0.01	WT
fucci-wt-single-f12-r1-c7_S154_L001_.trimmed.mdup.bam	1	E	0.00002576	1.686653772	0.22524251	0.132409558	pe	0.166666667	0	0	WT
fucci-wt-single-f12-r1-c7_S56_L001_.trimmed.mdup.bam	1	E	0.00021232	0.898477157	0.265183182	0.244817786	pe	0	1	0.01	WT
fucci-wt-single-f12-r2-c1_S155_L001_.trimmed.mdup.bam	1	E	0.00000565	1.913043478	0.122241622	0.063407434	pe	0.176470588	0	0	WT
fucci-wt-single-f12-r2-c2_S156_L001_.trimmed.mdup.bam	1	E	0.00000005	2	0.012012498	0.006008201	pe	0	0	0	WT
fucci-wt-single-f12-r2-c3_S157_L001_.trimmed.mdup.bam	1	E	0.00002016	1.772839506	0.209228018	0.119039527	pe	0.086614173	0	0	WT
fucci-wt-single-f12-r2-c3_S59_L001_.trimmed.mdup.bam	1	E	0.00015131	0.995480955	0.245434292	0.24451392	pe	0.026974952	1	0.01	WT
fucci-wt-single-f12-r2-c4_S158_L001_.trimmed.mdup.bam	1	E	0.00000788	1.95	0.140332709	0.073786143	pe	0.151515152	0	0	WT
fucci-wt-single-f12-r2-c5_S159_L001_.trimmed.mdup.bam	1	E	0.00000492	1.92	0.115884818	0.059847898	pe	0.205128205	0	0	WT
fucci-wt-single-f12-r2-c5_S61_L001_.trimmed.mdup.bam	1	E	0.00022988	0.838970432	0.266361215	0.250478532	pe	0.066272189	1	0.01	WT
fucci-wt-single-f12-r2-c6_S160_L001_.trimmed.mdup.bam	1	E	0.00001825	1.706521739	0.200700955	0.112811822	pe	0	0	0	WT
fucci-wt-single-f12-r2-c6_S62_L001_.trimmed.mdup.bam	1	E	0.00021094	0.887238979	0.267608705	0.247751001	pe	0.5	1	0.01	WT
fucci-wt-single-f12-r2-c7_S161_L001_.trimmed.mdup.bam	1	E	0.00000589	1.95	0.127959464	0.066552759	pe	0.128571429	0	0	WT
fucci-wt-single-f12-r2-c7_S63_L001_.trimmed.mdup.bam	1	E	0.00013184	1.069387755	0.256294659	0.251470378	pe	0.044303797	1	0.01	WT
fucci-wt-single-f12-r3-c1_S162_L001_.trimmed.mdup.bam	1	E	0.00000161	2	0.068646782	0.034695369	pe	0.35	0	0	WT
fucci-wt-single-f12-r3-c2_S163_L001_.trimmed.mdup.bam	1	E	0.00001422	1.798611111	0.185981642	0.102114073	pe	0.090909091	0	0	WT
fucci-wt-single-f12-r3-c3_S164_.trimmed.mdup.bam	1	E	0.0004313	0.67725733	0.263723528	0.263475943	pe	0.104575163	2	0.02	WT
fucci-wt-single-f12-r3-c3_S164_L001_.trimmed.mdup.bam	1	E	0.0000002	2	0.02401328	0.012022264	pe	0	0	0	WT
fucci-wt-single-f12-r3-c4_S165_L001_.trimmed.mdup.bam	1	E	0.0000038	1.846153846	0.096458644	0.049384515	pe	0.179487179	0	0	WT
fucci-wt-single-f12-r3-c5_S166_L001_.trimmed.mdup.bam	1	E	0.00001973	1.756345178	0.208133853	0.118111357	pe	0.136986301	0	0	WT
fucci-wt-single-f12-r3-c5_S68_L001_.trimmed.mdup.bam	1	E	0.00021862	0.890530557	0.269079009	0.248306241	pe	0.089332177	1	0.01	WT
fucci-wt-single-f12-r3-c6_S167_L001_.trimmed.mdup.bam	1	E	0.00000794	1.8625	0.141118893	0.074224872	pe	0.142857143	0	0	WT
fucci-wt-single-f12-r3-c6_S69_L001_.trimmed.mdup.bam	1	E	0.00017167	0.982896237	0.258817563	0.244733584	pe	0	1	0.01	WT
fucci-wt-single-f12-r4-c1_S169_L001_.trimmed.mdup.bam	1	E	0.00001133	1.852173913	0.166791536	0.089783901	pe	0.095238095	0	0	WT
fucci-wt-single-f12-r4-c2_S170_L001_.trimmed.mdup.bam	1	E	0.00000521	1.903846154	0.119295272	0.061712748	pe	0.235294118	0	0	WT
fucci-wt-single-f12-r4-c3_S171_L001_.trimmed.mdup.bam	1	E	0.00000346	2	0.097275767	0.049736679	pe	0.282051282	0	0	WT
fucci-wt-single-f12-r4-c4_S172_L001_.trimmed.mdup.bam	1	E	0.00000623	1.921259843	0.130536306	0.068030943	pe	0.153846154	0	0	WT
fucci-wt-single-f12-r4-c4_S74_L001_.trimmed.mdup.bam	1	E	0.00012644	1.099496709	0.262426904	0.258019789	pe	0.028387097	1	0.01	WT
fucci-wt-single-f12-r4-c5_S173_L001_.trimmed.mdup.bam	1	E	0.00000384	1.948051948	0.10277404	0.052687957	pe	0.3125	0	0	WT
fucci-wt-single-f12-r4-c6_S174_L001_.trimmed.mdup.bam	1	E	0.00000462	1.894736842	0.114087209	0.058840554	pe	0.230769231	0	0	WT
fucci-wt-single-f12-r4-c7_S175_L001_.trimmed.mdup.bam	1	E	0.00000005	2	0.012012498	0.006008201	pe	0	0	0	WT
fucci-wt-single-f12-r5-c1_S176_.trimmed.mdup.bam	1	E	0.00017502	0.962199313	0.261283245	0.247541255	pe	0.032041729	1	0.01	WT
fucci-wt-single-f12-r5-c1_S176_L001_.trimmed.mdup.bam	1	E	0.00000015	2	0.020799493	0.010409893	pe	0	0	0	WT
fucci-wt-single-f12-r5-c2_S177_L001_.trimmed.mdup.bam	1	E	0.00000166	2	0.06966768	0.035222917	pe	0.428571429	0	0	WT
fucci-wt-single-f12-r5-c3_S178_L001_.trimmed.mdup.bam	1	E	0.0000001	2	0.016985476	0.00849826	pe	0	0	0	WT
fucci-wt-single-f12-r5-c4_S179_L001_.trimmed.mdup.bam	1	E	0.00000807	1.86746988	0.147919327	0.078095315	pe	0.171428571	0	0	WT
fucci-wt-single-f12-r5-c4_S81_L001_.trimmed.mdup.bam	1	E	0.00020344	0.923706378	0.265801037	0.245122778	pe	0.097087379	1	0.01	WT
fucci-wt-single-f12-r5-c5_S180_L001_.trimmed.mdup.bam	1	E	0.00000297	1.93442623	0.092901374	0.047389862	pe	0.24	0	0	WT
fucci-wt-single-f12-r5-c6_S181_.trimmed.mdup.bam	1	E	0.00122658	0.436903279	0.255807849	0.253827587	pe	0.1881763	7	0.06	WT
fucci-wt-single-f12-r5-c6_S181_L001_.trimmed.mdup.bam	1	E	0.00000034	2	0.031751079	0.015911726	pe	0.5	0	0	WT
fucci-wt-single-f12-r5-c7_S182_.trimmed.mdup.bam	1	E	0.00481197	0.236456364	0.22900105	0.228550535	pe	0.024891082	28	0.21	WT
fucci-wt-single-f12-r5-c7_S182_L001_.trimmed.mdup.bam	1	E	0.00000151	2	0.064394278	0.032503376	pe	0.416666667	0	0	WT
fucci-wt-single-f12-r6-c1_S183_L001_.trimmed.mdup.bam	1	E	0.00000214	1.953488372	0.078231767	0.039670079	pe	0.142857143	0	0	WT
fucci-wt-single-f12-r6-c2_S184_L001_.trimmed.mdup.bam	1	E	0.00000409	1.951807229	0.107970976	0.05548158	pe	0.266666667	0	0	WT
fucci-wt-single-f12-r6-c3_S185_L001_.trimmed.mdup.bam	1	E	0.00000005	2	0.012012498	0.006008201	pe	0	0	0	WT
fucci-wt-single-f12-r6-c4_S186_.trimmed.mdup.bam	1	E	0.00142722	0.385330247	0.248465147	0.247520928	pe	0.021346255	9	0.07	WT
fucci-wt-single-f12-r6-c4_S186_L001_.trimmed.mdup.bam	1	E	0.00000039	2	0.033937805	0.017013121	pe	0.444444444	0	0	WT
fucci-wt-single-f12-r6-c5_S187_L001_.trimmed.mdup.bam	1	E	0.00000424	1.954022989	0.109220788	0.056180078	pe	0.179487179	0	0	WT
fucci-wt-single-f12-r6-c6_S188_.trimmed.mdup.bam	1	E	0.00055306	0.598743765	0.261653173	0.255988433	pe	0.292993631	3	0.03	WT
fucci-wt-single-f12-r6-c6_S188_L001_.trimmed.mdup.bam	1	E	0.00000015	2	0.020799493	0.010409893	pe	0.5	0	0	WT
fucci-wt-single-f12-r6-c7_S189_L001_.trimmed.mdup.bam	1	E	0.00000613	1.904761905	0.130027662	0.067742915	pe	0.272727273	0	0	WT
fucci-wt-single-f12-r6-c7_S91_L001_.trimmed.mdup.bam	1	E	0.00014536	1.033715442	0.250992221	0.249403001	pe	0.038461538	1	0.01	WT
fucci-wt-single-f12-r7-c1_S190_L001_.trimmed.mdup.bam	1	E	0.00000351	1.887323944	0.098681826	0.050489139	pe	0.25	0	0	WT
fucci-wt-single-f12-r7-c1_S92_L001_.trimmed.mdup.bam	1	E	0.00317133	0.279626993	0.235086885	0.234875962	pe	0.056079488	20	0.15	WT
fucci-wt-single-f12-r7-c2_S191_L001_.trimmed.mdup.bam	1	E	0.00000175	1.944444444	0.071663897	0.036255995	pe	0.310344828	0	0	WT
fucci-wt-single-f12-r7-c3_S192_.trimmed.mdup.bam	1	E	0.00359074	0.369325367	0.259971029	0.256970698	pe	0.019364344	24	0.17	WT
fucci-wt-single-f12-r7-c3_S192_L001_.trimmed.mdup.bam	1	E	0.00000097	2	0.053555405	0.026952834	pe	0.5	0	0	WT
fucci-wt-single-f12-r7-c4_S193_L001_.trimmed.mdup.bam	1	E	0.00000871	1.93220339	0.147885334	0.078211522	pe	0.285714286	0	0	WT
fucci-wt-single-f12-r7-c5_S194_.trimmed.mdup.bam	1	E	0.0008225	0.507620738	0.257742316	0.255562255	pe	0.020761703	5	0.04	WT
fucci-wt-single-f12-r7-c5_S194_L001_.trimmed.mdup.bam	1	E	0.00000039	2	0.033937805	0.017013121	pe	0.5	0	0	WT
fucci-wt-single-f12-r7-c6_S195_.trimmed.mdup.bam	1	E	0.00101532	0.440544659	0.25373679	0.251514522	pe	0.101385205	6	0.05	WT
fucci-wt-single-f12-r7-c6_S195_L001_.trimmed.mdup.bam	1	E	0.00000019	2	0.02401328	0.012022264	pe	0.5	0	0	WT
fucci-wt-single-f7-r1-c1_S1_L001_.trimmed.mdup.bam	1	E	0.0016637	0.35888607	0.245637564	0.244999692	pe	0.07042412	10	0.08	WT
fucci-wt-single-f7-r1-c2_S2_L001_.trimmed.mdup.bam	1	E	0.00000214	2	0.079123173	0.040135321	pe	0.454545455	0	0	WT
fucci-wt-single-f7-r1-c3_S3_L001_.trimmed.mdup.bam	1	E	0.00000083	2	0.049399857	0.024837105	pe	0.466666667	0	0	WT
fucci-wt-single-f7-r1-c6_S6_L001_.trimmed.mdup.bam	1	E	0.00000161	2	0.068646782	0.034695369	pe	0.444444444	0	0	WT
fucci-wt-single-f7-r1-c7_S7_L001_.trimmed.mdup.bam	1	E	0.00236318	0.364328393	0.256281315	0.252553039	pe	0.314465409	14	0.11	WT
fucci-wt-single-f7-r2-c1_S8_L001_.trimmed.mdup.bam	1	E	0.00012218	1.110481586	0.265213916	0.260540924	pe	0.080724876	1	0.01	WT
fucci-wt-single-f7-r2-c2_S9_L001_.trimmed.mdup.bam	1	E	0.00005202	1.455230914	0.270303743	0.188832256	pe	0.089108911	0	0	WT
fucci-wt-single-f7-r2-c3_S10_L001_.trimmed.mdup.bam	1	E	0.00000953	1.875647668	0.156058281	0.083047612	pe	0.3125	0	0	WT
fucci-wt-single-f7-r2-c4_S11_L001_.trimmed.mdup.bam	1	E	0.00033358	0.727218935	0.259521568	0.250014082	pe	0.040177051	2	0.02	WT
fucci-wt-single-f7-r2-c5_S12_L001_.trimmed.mdup.bam	1	E	0.00009527	1.202288092	0.275387757	0.241631561	pe	0	0	0	WT
fucci-wt-single-f7-r2-c6_S13_L001_.trimmed.mdup.bam	1	E	0.00096507	0.435233428	0.255557407	0.253256693	pe	0.034843819	6	0.05	WT
fucci-wt-single-f7-r2-c7_S14_L001_.trimmed.mdup.bam	1	E	0.00011152	1.121198766	0.265860128	0.256204595	pe	0.108695652	0	0.01	WT
