library	background	reads.per.mb	coverage
recql5-2-a1h5-hkt-r47-c39_S363_.processed.bam	0.036830250167737	25	0.17
recql5-2-a1h5-hkt-r46-c69_S357_.processed.bam	0.0252549359947928	26	0.18
recql5-2-a1h5-hkt-r46-c68_S356_.processed.bam	0.0321896684656901	20	0.14
recql5-2-a1h5-hkt-r46-c66_S354_.processed.bam	0.0375907268984942	16	0.11
recql5-2-a1h5-hkt-r46-c65_S353_.processed.bam	0.0356920199501247	13	0.08
recql5-2-a1h5-hkt-r46-c63_S351_.processed.bam	0.0228355542321149	37	0.26
recql5-2-a1h5-hkt-r46-c62_S350_.processed.bam	0.0192090933625439	53	0.37
recql5-2-a1h5-hkt-r46-c61_S349_.processed.bam	0.0269472889757972	43	0.3
recql5-2-a1h5-hkt-r46-c60_S348_.processed.bam	0.02224808966825	58	0.41
recql5-2-a1h5-hkt-r46-c58_S346_.processed.bam	0.0695891542220081	73	0.52
recql5-2-a1h5-hkt-r46-c56_S344_.processed.bam	0.0465884573894283	47	0.34
recql5-2-a1h5-hkt-r46-c55_S343_.processed.bam	0.0250442230704776	38	0.27
recql5-2-a1h5-hkt-r46-c54_S342_.processed.bam	0.0291674649776285	54	0.38
recql5-2-a1h5-hkt-r46-c52_S340_.processed.bam	0.112012451068245	59	0.44
recql5-2-a1h5-hkt-r46-c50_S338_.processed.bam	0.0421184424690121	47	0.33
recql5-2-a1h5-hkt-r46-c49_S337_.processed.bam	0.0922815273862498	50	0.36
recql5-2-a1h5-hkt-r46-c48_S336_.processed.bam	0.0509898356340828	53	0.37
recql5-2-a1h5-hkt-r46-c47_S335_.processed.bam	0.0666165961127043	39	0.28
recql5-2-a1h5-hkt-r46-c46_S334_.processed.bam	0.0828974708031812	52	0.38
recql5-2-a1h5-hkt-r46-c45_S333_.processed.bam	0.0720480320213476	50	0.37
recql5-2-a1h5-hkt-r46-c43_S331_.processed.bam	0.0254718170736833	60	0.42
recql5-2-a1h5-hkt-r46-c41_S329_.processed.bam	0.0476173232908459	14	0.1
recql5-2-a1h5-hkt-r46-c40_S328_.processed.bam	0.0452392182597461	28	0.19
recql5-2-a1h5-hkt-r45-c69_S321_.processed.bam	0.028103367439808	22	0.15
recql5-2-a1h5-hkt-r45-c68_S320_.processed.bam	0.0409568832015649	19	0.14
recql5-2-a1h5-hkt-r45-c67_S319_.processed.bam	0.0190841348236721	35	0.24
recql5-2-a1h5-hkt-r45-c66_S318_.processed.bam	0.0283483373139813	39	0.27
recql5-2-a1h5-hkt-r45-c65_S317_.processed.bam	0.0364814638330315	37	0.26
recql5-2-a1h5-hkt-r45-c63_S315_.processed.bam	0.0870192682736563	41	0.29
recql5-2-a1h5-hkt-r45-c62_S314_.processed.bam	0.0241901408450704	53	0.37
recql5-2-a1h5-hkt-r45-c61_S313_.processed.bam	0.0221080625006675	57	0.4
recql5-2-a1h5-hkt-r45-c60_S312_.processed.bam	0.0519775361452981	47	0.33
recql5-2-a1h5-hkt-r45-c59_S311_.processed.bam	0.0180310175734966	59	0.42
recql5-2-a1h5-hkt-r45-c58_S310_.processed.bam	0.0417446178761902	58	0.41
recql5-2-a1h5-hkt-r45-c57_S309_.processed.bam	0.0238433971438348	46	0.33
recql5-2-a1h5-hkt-r45-c55_S307_.processed.bam	0.0451989389920424	39	0.27
recql5-2-a1h5-hkt-r45-c54_S306_.processed.bam	0.103791792861809	79	0.6
recql5-2-a1h5-hkt-r45-c53_S305_.processed.bam	0.0311618283277948	87	0.62
recql5-2-a1h5-hkt-r45-c52_S304_.processed.bam	0.0267079656361405	57	0.42
recql5-2-a1h5-hkt-r45-c51_S303_.processed.bam	0.0355832989239999	54	0.38
recql5-2-a1h5-hkt-r45-c50_S302_.processed.bam	0.0304221647200103	49	0.35
recql5-2-a1h5-hkt-r45-c49_S301_.processed.bam	0.0587593546040921	48	0.34
recql5-2-a1h5-hkt-r45-c48_S300_.processed.bam	0.0477954722233594	49	0.35
recql5-2-a1h5-hkt-r45-c47_S299_.processed.bam	0.0589704911850665	41	0.29
recql5-2-a1h5-hkt-r45-c45_S297_.processed.bam	0.077331486611265	52	0.39
recql5-2-a1h5-hkt-r45-c44_S296_.processed.bam	0.0650150974471589	53	0.38
recql5-2-a1h5-hkt-r45-c43_S295_.processed.bam	0.0842549081958332	53	0.38
recql5-2-a1h5-hkt-r45-c42_S294_.processed.bam	0.141712658002492	24	0.17
recql5-2-a1h5-hkt-r45-c41_S293_.processed.bam	0.102704217458316	22	0.15
recql5-2-a1h5-hkt-r45-c40_S292_.processed.bam	0.0397852642114602	32	0.22
recql5-2-a1h5-hkt-r45-c39_S291_.processed.bam	0.0897913996037758	24	0.17
recql5-2-a1h5-hkt-r44-c69_S285_.processed.bam	0.023436903580426	25	0.18
recql5-2-a1h5-hkt-r44-c68_S284_.processed.bam	0.0589657433207671	19	0.14
recql5-2-a1h5-hkt-r44-c67_S283_.processed.bam	0.0263752956000898	31	0.21
recql5-2-a1h5-hkt-r44-c66_S282_.processed.bam	0.0284186831738886	32	0.22
recql5-2-a1h5-hkt-r44-c65_S281_.processed.bam	0.0214430355334844	52	0.37
recql5-2-a1h5-hkt-r44-c64_S280_.processed.bam	0.0280399435639631	48	0.33
recql5-2-a1h5-hkt-r44-c62_S278_.processed.bam	0.0170059958229255	153	1.1
recql5-2-a1h5-hkt-r44-c60_S276_.processed.bam	0.0197957141175085	44	0.31
recql5-2-a1h5-hkt-r44-c59_S275_.processed.bam	0.0221347225587594	55	0.38
recql5-2-a1h5-hkt-r44-c58_S274_.processed.bam	0.0314540525968969	150	1.08
recql5-2-a1h5-hkt-r44-c56_S272_.processed.bam	0.0367473031216523	46	0.33
recql5-2-a1h5-hkt-r44-c55_S271_.processed.bam	0.0220163595151276	36	0.25
recql5-2-a1h5-hkt-f06-r6-c4_S1012_.processed.bam	0.103599732645851	14	0.11
recql5-2-a1h5-hkt-f06-r6-c3_S1011_.processed.bam	0.163204192401273	14	0.1
recql5-2-a1h5-hkt-f06-r5-c6_S1009_.processed.bam	0.0475238939054046	36	0.26
recql5-2-a1h5-hkt-f06-r5-c5_S1008_.processed.bam	0.0391514403926708	51	0.36
recql5-2-a1h5-hkt-f06-r5-c4_S1007_.processed.bam	0.0405202225229289	39	0.28
recql5-2-a1h5-hkt-f06-r5-c3_S1006_.processed.bam	0.0339660892001474	45	0.32
recql5-2-a1h5-hkt-f06-r4-c6_S1004_.processed.bam	0.0310553006520164	41	0.29
recql5-2-a1h5-hkt-f06-r4-c4_S1002_.processed.bam	0.0322396724200487	44	0.31
recql5-2-a1h5-hkt-f06-r4-c3_S1001_.processed.bam	0.121266561868403	6	0.05
recql5-2-a1h5-hkt-f06-r3-c5_S998_.processed.bam	0.161568094266939	15	0.12
recql5-2-a1h5-hkt-f06-r3-c3_S996_.processed.bam	0.0535638373246422	5	0.03
recql5-2-a1h5-hkt-f06-r3-c2_S995_.processed.bam	0.0320128113436363	38	0.27
recql5-2-a1h5-hkt-f06-r2-c3_S991_.processed.bam	0.0515604859185188	43	0.31
recql5-2-a1h5-hkt-f05-r6-c3_S986_.processed.bam	0.0790968576975624	23	0.17
recql5-2-a1h5-hkt-f05-r6-c2_S985_.processed.bam	0.0655853016895742	39	0.28
recql5-2-a1h5-hkt-f05-r5-c6_S984_.processed.bam	0.0980551914697651	45	0.33
recql5-2-a1h5-hkt-f05-r5-c5_S983_.processed.bam	0.0645069594197216	54	0.39
recql5-2-a1h5-hkt-f05-r5-c3_S981_.processed.bam	0.119973315543696	60	0.44
recql5-2-a1h5-hkt-f05-r5-c2_S980_.processed.bam	0.094946538438564	52	0.39
recql5-2-a1h5-hkt-f05-r4-c6_S979_.processed.bam	0.0426373183569648	50	0.35
recql5-2-a1h5-hkt-f05-r4-c5_S978_.processed.bam	0.0431160285494441	50	0.36
recql5-2-a1h5-hkt-f05-r4-c4_S977_.processed.bam	0.0979182980944923	56	0.42
recql5-2-a1h5-hkt-f05-r4-c3_S976_.processed.bam	0.0456802565277142	49	0.35
recql5-2-a1h5-hkt-f05-r4-c2_S975_.processed.bam	0.0448235453193311	45	0.32
recql5-2-a1h5-hkt-f05-r3-c6_S974_.processed.bam	0.0570891376805401	14	0.1
recql5-2-a1h5-hkt-f05-r3-c5_S973_.processed.bam	0.119705105258672	52	0.39
recql5-2-a1h5-hkt-f05-r3-c3_S971_.processed.bam	0.0280534624759052	44	0.32
recql5-2-a1h5-hkt-f05-r3-c2_S970_.processed.bam	0.0654563851108128	51	0.36
recql5-2-a1h5-hkt-f05-r2-c6_S969_.processed.bam	0.0663128999384887	59	0.42
recql5-2-a1h5-hkt-f05-r2-c5_S968_.processed.bam	0.0542083009423409	46	0.33
recql5-2-a1h5-hkt-f05-r2-c4_S967_.processed.bam	0.0383827212698826	21	0.15
recql5-2-a1h5-hkt-f05-r2-c2_S965_.processed.bam	0.101255407808477	38	0.3
recql1-1-a1h5-hkt-r51-c53_S521_.processed.bam	0.0396263868411732	70	0.5
recql1-1-a1h5-hkt-r51-c52_S520_.processed.bam	0.0147589624372935	49	0.34
recql1-1-a1h5-hkt-r51-c51_S519_.processed.bam	0.0201758288966967	50	0.35
recql1-1-a1h5-hkt-r51-c49_S517_.processed.bam	0.0150886273743835	50	0.36
recql1-1-a1h5-hkt-r51-c48_S516_.processed.bam	0.0211780659866988	48	0.33
recql1-1-a1h5-hkt-r51-c47_S515_.processed.bam	0.0155857714584007	31	0.23
recql1-1-a1h5-hkt-r51-c46_S514_.processed.bam	0.0224534501642935	20	0.14
recql1-1-a1h5-hkt-r51-c45_S513_.processed.bam	0.0132732486685785	57	0.41
recql1-1-a1h5-hkt-r51-c44_S512_.processed.bam	0.256283945939118	46	0.36
recql1-1-a1h5-hkt-r51-c43_S511_.processed.bam	0.0203550812189556	53	0.36
recql1-1-a1h5-hkt-r51-c42_S510_.processed.bam	0.0133093780288882	41	0.29
recql1-1-a1h5-hkt-r51-c41_S509_.processed.bam	0.0147874306839187	30	0.21
recql1-1-a1h5-hkt-r51-c40_S508_.processed.bam	0.0129179952579511	63	0.44
recql1-1-a1h5-hkt-r51-c39_S507_.processed.bam	0.188788191656151	61	0.45
recql1-1-a1h5-hkt-r50-c70_S502_.processed.bam	0.0430293955394436	93	0.65
recql1-1-a1h5-hkt-r50-c69_S501_.processed.bam	0.0349279573435581	93	0.64
recql1-1-a1h5-hkt-r50-c68_S500_.processed.bam	0.0319275403339938	88	0.62
recql1-1-a1h5-hkt-r50-c67_S499_.processed.bam	0.0291158384727543	90	0.63
recql1-1-a1h5-hkt-r50-c66_S498_.processed.bam	0.0599992986639548	82	0.59
recql1-1-a1h5-hkt-r50-c65_S497_.processed.bam	0.0554352211675267	94	0.66
recql1-1-a1h5-hkt-r50-c64_S496_.processed.bam	0.0987136810093289	88	0.62
recql1-1-a1h5-hkt-r50-c63_S495_.processed.bam	0.109605185621685	89	0.63
recql1-1-a1h5-hkt-r50-c62_S494_.processed.bam	0.0324508966695132	89	0.63
recql1-1-a1h5-hkt-r50-c61_S493_.processed.bam	0.0462250765439474	71	0.5
recql1-1-a1h5-hkt-r50-c60_S492_.processed.bam	0.0529836806209183	84	0.6
recql1-1-a1h5-hkt-r50-c59_S491_.processed.bam	0.0298815924418063	87	0.62
recql1-1-a1h5-hkt-r50-c58_S490_.processed.bam	0.060859155321696	86	0.61
recql1-1-a1h5-hkt-r50-c57_S489_.processed.bam	0.0437962920366196	79	0.56
recql1-1-a1h5-hkt-r50-c56_S488_.processed.bam	0.0456398096920669	79	0.56
recql1-1-a1h5-hkt-r50-c55_S487_.processed.bam	0.0756369608357474	74	0.53
recql1-1-a1h5-hkt-r50-c53_S485_.processed.bam	0.0166514250876391	53	0.37
recql1-1-a1h5-hkt-r50-c48_S480_.processed.bam	0.0841123374143096	66	0.48
recql1-1-a1h5-hkt-r50-c47_S479_.processed.bam	0.0186360787946489	25	0.16
recql1-1-a1h5-hkt-r50-c46_S478_.processed.bam	0.013703862865874	48	0.33
recql1-1-a1h5-hkt-r50-c45_S477_.processed.bam	0.0130141701193615	57	0.4
recql1-1-a1h5-hkt-r50-c44_S476_.processed.bam	0.136865342163355	50	0.4
recql1-1-a1h5-hkt-r50-c43_S475_.processed.bam	0.0781471587348702	65	0.48
recql1-1-a1h5-hkt-r50-c42_S474_.processed.bam	0.219729128764908	33	0.25
recql1-1-a1h5-hkt-r50-c41_S473_.processed.bam	0.0122466328401031	29	0.2
recql1-1-a1h5-hkt-r50-c40_S472_.processed.bam	0.0301164839691512	35	0.21
recql1-1-a1h5-hkt-r50-c39_S471_.processed.bam	0.0726029627217972	42	0.3
recql1-1-a1h5-hkt-r49-c70_S466_.processed.bam	0.0565154858538892	111	0.77
recql1-1-a1h5-hkt-r49-c69_S465_.processed.bam	0.0312874678846703	109	0.76
recql1-1-a1h5-hkt-r49-c68_S464_.processed.bam	0.0773177109191408	99	0.71
recql1-1-a1h5-hkt-r49-c67_S463_.processed.bam	0.0322183725674319	108	0.76
recql1-1-a1h5-hkt-r49-c66_S462_.processed.bam	0.041360827557953	110	0.77
recql1-1-a1h5-hkt-r49-c65_S461_.processed.bam	0.048170785720613	111	0.78
recql1-1-a1h5-hkt-r49-c64_S460_.processed.bam	0.0452140625846409	107	0.75
recql1-1-a1h5-hkt-r49-c63_S459_.processed.bam	0.0374206755373593	80	0.57
recql1-1-a1h5-hkt-r49-c62_S458_.processed.bam	0.0453893537769432	109	0.77
recql1-1-a1h5-hkt-r49-c61_S457_.processed.bam	0.0295349305415744	96	0.67
recql1-1-a1h5-hkt-r49-c60_S456_.processed.bam	0.0314870306208446	101	0.71
recql1-1-a1h5-hkt-r49-c59_S455_.processed.bam	0.0317799219872716	105	0.74
recql1-1-a1h5-hkt-r49-c58_S454_.processed.bam	0.0593838449814936	110	0.78
recql1-1-a1h5-hkt-r49-c57_S453_.processed.bam	0.0529042518584561	95	0.68
recql1-1-a1h5-hkt-r49-c56_S452_.processed.bam	0.103873159682899	96	0.69
recql1-1-a1h5-hkt-r49-c55_S451_.processed.bam	0.0273216663129257	88	0.62
recql1-1-a1h5-hkt-r49-c53_S449_.processed.bam	0.0191150136998123	47	0.29
recql1-1-a1h5-hkt-r49-c52_S448_.processed.bam	0.0755095085542908	56	0.4
recql1-1-a1h5-hkt-r49-c51_S447_.processed.bam	0.0316866735440308	54	0.39
recql1-1-a1h5-hkt-r49-c50_S446_.processed.bam	0.0125208765625791	55	0.4
recql1-1-a1h5-hkt-r49-c49_S445_.processed.bam	0.0171310952176235	53	0.38
recql1-1-a1h5-hkt-r49-c48_S444_.processed.bam	0.0878925538218448	62	0.44
recql1-1-a1h5-hkt-r49-c47_S443_.processed.bam	0.0242397531952402	14	0.1
recql1-1-a1h5-hkt-r49-c46_S442_.processed.bam	0.0139317741959313	42	0.29
recql1-1-a1h5-hkt-r49-c45_S441_.processed.bam	0.0131392480361111	58	0.41
recql1-1-a1h5-hkt-r49-c44_S440_.processed.bam	0.0142212741372797	44	0.28
recql1-1-a1h5-hkt-r49-c43_S439_.processed.bam	0.0127864540236393	65	0.46
recql1-1-a1h5-hkt-r49-c42_S438_.processed.bam	0.0138041733547352	50	0.34
recql1-1-a1h5-hkt-r49-c41_S437_.processed.bam	0	34	0.24
recql1-1-a1h5-hkt-r49-c40_S436_.processed.bam	0.0904733172432288	54	0.39
recql1-1-a1h5-hkt-r49-c39_S435_.processed.bam	0.0125263612572096	35	0.24
recql1-1-a1h5-hkt-r48-c70_S430_.processed.bam	0.0361040094780819	108	0.76
recql1-1-a1h5-hkt-r48-c69_S429_.processed.bam	0.035503882017869	105	0.74
recql1-1-a1h5-hkt-r48-c68_S428_.processed.bam	0.0339944671074225	91	0.64
recql1-1-a1h5-hkt-r48-c67_S427_.processed.bam	0.062317545427465	109	0.77
recql1-1-a1h5-hkt-r48-c66_S426_.processed.bam	0.0422330575256107	107	0.74
recql1-1-a1h5-hkt-r48-c65_S425_.processed.bam	0.0755490003277614	109	0.77
recql1-1-a1h5-hkt-r48-c64_S424_.processed.bam	0.0523744083066117	106	0.74
recql1-1-a1h5-hkt-r48-c63_S423_.processed.bam	0.0363980204585365	100	0.7
recql1-1-a1h5-hkt-r48-c62_S422_.processed.bam	0.0376999802488643	102	0.72
recql1-1-a1h5-hkt-r48-c61_S421_.processed.bam	0.0843919397624108	93	0.65
recql1-1-a1h5-hkt-r48-c60_S420_.processed.bam	0.0761904761904762	91	0.65
recql1-1-a1h5-hkt-r48-c59_S419_.processed.bam	0.0400727157761619	99	0.69
recql1-1-a1h5-hkt-r48-c58_S418_.processed.bam	0.0381349834508562	100	0.71
recql1-1-a1h5-hkt-r48-c57_S417_.processed.bam	0.0351897453937822	90	0.64
recql1-1-a1h5-hkt-r48-c56_S416_.processed.bam	0.0310945904800568	92	0.64
recql1-1-a1h5-hkt-r48-c55_S415_.processed.bam	0.0322702085857813	84	0.59
recql1-1-a1h5-hkt-r48-c53_S413_.processed.bam	0.0222142862940207	116	0.85
recql1-1-a1h5-hkt-r48-c52_S412_.processed.bam	0.0139901771096889	64	0.45
recql1-1-a1h5-hkt-r48-c51_S411_.processed.bam	0.028933850508439	38	0.25
recql1-1-a1h5-hkt-r48-c50_S410_.processed.bam	0.0209055287535956	30	0.2
recql1-1-a1h5-hkt-r48-c49_S409_.processed.bam	0.0157456714389905	57	0.41
recql1-1-a1h5-hkt-r48-c48_S408_.processed.bam	0.0240447852170286	40	0.26
recql1-1-a1h5-hkt-r48-c47_S407_.processed.bam	0.017012151536812	42	0.3
recql1-1-a1h5-hkt-r48-c45_S405_.processed.bam	0.0121203511238055	67	0.48
recql1-1-a1h5-hkt-r48-c44_S404_.processed.bam	0.0318748324064682	118	0.81
recql1-1-a1h5-hkt-r48-c43_S403_.processed.bam	0.0158254955742258	74	0.54
recql1-1-a1h5-hkt-r48-c42_S402_.processed.bam	0.0171894741767926	56	0.4
recql1-1-a1h5-hkt-r48-c41_S401_.processed.bam	0.0174407306645939	30	0.21
recql1-1-a1h5-hkt-r48-c40_S400_.processed.bam	0.0213710415522607	33	0.21
recql1-1-a1h5-hkt-r48-c39_S399_.processed.bam	0.0578730086366284	42	0.32
recql1-1-a1h5-hkt-f08-r6-c5_S1063_.processed.bam	0.0812310171697762	48	0.34
recql1-1-a1h5-hkt-f08-r6-c4_S1062_.processed.bam	0.0445802005012531	35	0.24
recql1-1-a1h5-hkt-f08-r6-c3_S1061_.processed.bam	0.0430528375733855	43	0.3
recql1-1-a1h5-hkt-f08-r6-c2_S1060_.processed.bam	0.0515641225337487	53	0.37
recql1-1-a1h5-hkt-f08-r5-c6_S1059_.processed.bam	0.0333309197982285	94	0.67
recql1-1-a1h5-hkt-f08-r5-c5_S1058_.processed.bam	0.0128456412266683	91	0.66
recql1-1-a1h5-hkt-f08-r5-c4_S1057_.processed.bam	0.0501748581240969	92	0.66
recql1-1-a1h5-hkt-f08-r5-c3_S1056_.processed.bam	0.029646289102433	102	0.73
recql1-1-a1h5-hkt-f08-r5-c2_S1055_.processed.bam	0.0241157413571207	96	0.69
recql1-1-a1h5-hkt-f08-r4-c6_S1054_.processed.bam	0.0297317449289116	101	0.72
recql1-1-a1h5-hkt-f08-r4-c5_S1053_.processed.bam	0.0959365459066444	92	0.68
recql1-1-a1h5-hkt-f08-r4-c4_S1052_.processed.bam	0.0244564034871408	97	0.69
recql1-1-a1h5-hkt-f08-r4-c3_S1051_.processed.bam	0.0655518881661975	102	0.73
recql1-1-a1h5-hkt-f08-r4-c2_S1050_.processed.bam	0.0307805277349769	98	0.7
recql1-1-a1h5-hkt-f08-r3-c6_S1049_.processed.bam	0.0921678926871484	95	0.69
recql1-1-a1h5-hkt-f08-r3-c5_S1048_.processed.bam	0.0724441017733231	105	0.75
recql1-1-a1h5-hkt-f08-r3-c4_S1047_.processed.bam	0.0301910527557198	69	0.49
recql1-1-a1h5-hkt-f08-r3-c3_S1046_.processed.bam	0.0287296244816376	78	0.56
recql1-1-a1h5-hkt-f08-r3-c2_S1045_.processed.bam	0.0566949336087833	57	0.41
recql1-1-a1h5-hkt-f08-r2-c6_S1044_.processed.bam	0.0288394919168591	110	0.77
recql1-1-a1h5-hkt-f08-r2-c5_S1043_.processed.bam	0.0304844855743059	97	0.69
recql1-1-a1h5-hkt-f08-r2-c4_S1042_.processed.bam	0.0754686876745114	25	0.18
recql1-1-a1h5-hkt-f08-r2-c3_S1041_.processed.bam	0.0614908722109533	95	0.68
recql1-1-a1h5-hkt-f08-r2-c2_S1040_.processed.bam	0.028999064546305	52	0.38
recql1-1-a1h5-hkt-f07-r6-c5_S1038_.processed.bam	0.086706369233875	40	0.28
recql1-1-a1h5-hkt-f07-r6-c4_S1037_.processed.bam	0.055714588634436	32	0.22
recql1-1-a1h5-hkt-f07-r6-c3_S1036_.processed.bam	0.0734583688547883	28	0.2
recql1-1-a1h5-hkt-f07-r6-c2_S1035_.processed.bam	0.0804071619493977	46	0.32
recql1-1-a1h5-hkt-f07-r5-c6_S1034_.processed.bam	0.0520711966087409	74	0.53
recql1-1-a1h5-hkt-f07-r5-c5_S1033_.processed.bam	0.0259827340541447	89	0.64
recql1-1-a1h5-hkt-f07-r5-c4_S1032_.processed.bam	0.0212013204792656	87	0.61
recql1-1-a1h5-hkt-f07-r5-c3_S1031_.processed.bam	0.0260830266640842	102	0.72
recql1-1-a1h5-hkt-f07-r5-c2_S1030_.processed.bam	0.0264902230008049	96	0.68
recql1-1-a1h5-hkt-f07-r4-c6_S1029_.processed.bam	0.0544467681297825	97	0.68
recql1-1-a1h5-hkt-f07-r4-c5_S1028_.processed.bam	0.056125127808329	96	0.71
recql1-1-a1h5-hkt-f07-r4-c4_S1027_.processed.bam	0.101553796540604	97	0.71
recql1-1-a1h5-hkt-f07-r4-c3_S1026_.processed.bam	0.0310874961069848	96	0.68
recql1-1-a1h5-hkt-f07-r4-c2_S1025_.processed.bam	0.0245833405594769	81	0.57
recql1-1-a1h5-hkt-f07-r3-c6_S1024_.processed.bam	0.0317095186792068	55	0.39
recql1-1-a1h5-hkt-f07-r3-c5_S1023_.processed.bam	0.0200211126510739	88	0.63
recql1-1-a1h5-hkt-f07-r3-c4_S1022_.processed.bam	0.0307547076066975	68	0.48
recql1-1-a1h5-hkt-f07-r3-c3_S1021_.processed.bam	0.0214959145191703	73	0.52
recql1-1-a1h5-hkt-f07-r3-c2_S1020_.processed.bam	0.0412840420919875	75	0.53
recql1-1-a1h5-hkt-f07-r2-c6_S1019_.processed.bam	0.0290762589928058	95	0.67
recql1-1-a1h5-hkt-f07-r2-c5_S1018_.processed.bam	0.0426095576673275	91	0.65
recql1-1-a1h5-hkt-f07-r2-c4_S1017_.processed.bam	0.0412443201677735	19	0.13
recql1-1-a1h5-hkt-f07-r2-c3_S1016_.processed.bam	0.0232568703156938	77	0.55
recql1-1-a1h5-hkt-f07-r2-c2_S1015_.processed.bam	0.0493851259027913	59	0.42
recql1-1-200uv-f06-r6-c5_S285_.processed.bam	0	0	0
recql1-1-200uv-f06-r6-c4_S284_.processed.bam	0	0	0
recql1-1-200uv-f06-r6-c3_S283_.processed.bam	0	0	0
recql1-1-200uv-f06-r6-c2_S282_.processed.bam	0	0	0
recql1-1-200uv-f06-r6-c1_S281_.processed.bam	0	0	0
recql1-1-200uv-f06-r5-c6_S279_.processed.bam	0	0	0
recql1-1-200uv-f06-r5-c5_S278_.processed.bam	0	0	0
recql1-1-200uv-f06-r5-c3_S276_.processed.bam	0	0	0
recql1-1-200uv-f06-r5-c2_S275_.processed.bam	0	0	0
recql1-1-200uv-f06-r5-c1_S274_.processed.bam	0	0	0
recql1-1-200uv-f06-r4-c6_S272_.processed.bam	0	0	0
recql1-1-200uv-f06-r4-c5_S271_.processed.bam	0	0	0
recql1-1-200uv-f06-r4-c4_S270_.processed.bam	0	0	0
recql1-1-200uv-f06-r4-c3_S269_.processed.bam	0	0	0
recql1-1-200uv-f06-r4-c2_S268_.processed.bam	0	0	0
recql1-1-200uv-f06-r4-c1_S267_.processed.bam	0	0	0
recql1-1-200uv-f06-r3-c6_S265_.processed.bam	0	0	0
recql1-1-200uv-f06-r3-c5_S264_.processed.bam	0	0	0
recql1-1-200uv-f06-r3-c4_S263_.processed.bam	0	0	0
recql1-1-200uv-f06-r3-c3_S262_.processed.bam	0	0	0
recql1-1-200uv-f06-r3-c2_S261_.processed.bam	0	0	0
recql1-1-200uv-f06-r2-c6_S258_.processed.bam	0	0	0
recql1-1-200uv-f06-r2-c5_S257_.processed.bam	0	0	0
recql1-1-200uv-f06-r2-c4_S256_.processed.bam	0	0	0
recql1-1-200uv-f06-r2-c3_S255_.processed.bam	0	0	0
recql1-1-200uv-f06-r2-c2_S254_.processed.bam	0	0	0
recql1-1-200uv-f06-r2-c1_S253_.processed.bam	0	0	0
recql1-1-200uv-f06-r1-c6_S251_.processed.bam	0	0	0
recql1-1-200uv-f06-r1-c5_S250_.processed.bam	0	0	0
recql1-1-200uv-f06-r1-c4_S249_.processed.bam	0	0	0
recql1-1-200uv-f06-r1-c3_S248_.processed.bam	0	0	0
recql1-1-200uv-f06-r1-c2_S247_.processed.bam	0	0	0
recql1-1-200uv-f06-r1-c1_S246_.processed.bam	0	0	0
recql1-1-100uv-f05-r6-c4_S235_.processed.bam	0	0	0
recql1-1-100uv-f05-r6-c3_S234_.processed.bam	0	0	0
recql1-1-100uv-f05-r6-c2_S233_.processed.bam	0	0	0
recql1-1-100uv-f05-r6-c1_S232_.processed.bam	0	0	0
recql1-1-100uv-f05-r5-c6_S230_.processed.bam	0	0	0
recql1-1-100uv-f05-r5-c5_S229_.processed.bam	0	0	0
recql1-1-100uv-f05-r5-c4_S228_.processed.bam	0	0	0
recql1-1-100uv-f05-r5-c3_S227_.processed.bam	0	0	0
recql1-1-100uv-f05-r5-c2_S226_.processed.bam	0	0	0
recql1-1-100uv-f05-r4-c6_S223_.processed.bam	0	0	0
recql1-1-100uv-f05-r4-c5_S222_.processed.bam	0	0	0
recql1-1-100uv-f05-r4-c3_S220_.processed.bam	0	0	0
recql1-1-100uv-f05-r4-c2_S219_.processed.bam	0	0	0
recql1-1-100uv-f05-r4-c1_S218_.processed.bam	0	0	0
recql1-1-100uv-f05-r3-c6_S216_.processed.bam	0	0	0
recql1-1-100uv-f05-r3-c5_S215_.processed.bam	0	0	0
recql1-1-100uv-f05-r3-c4_S214_.processed.bam	0	0	0
recql1-1-100uv-f05-r3-c3_S213_.processed.bam	0	0	0
recql1-1-100uv-f05-r3-c2_S212_.processed.bam	0	0	0
recql1-1-100uv-f05-r3-c1_S211_.processed.bam	0	0	0
recql1-1-100uv-f05-r2-c6_S209_.processed.bam	0	0	0
recql1-1-100uv-f05-r2-c5_S208_.processed.bam	0	0	0
recql1-1-100uv-f05-r2-c4_S207_.processed.bam	0	0	0
recql1-1-100uv-f05-r2-c3_S206_.processed.bam	0	0	0
recql1-1-100uv-f05-r2-c1_S204_.processed.bam	0	0	0
recql1-1-100uv-f05-r1-c6_S202_.processed.bam	0	0	0
recql1-1-100uv-f05-r1-c5_S201_.processed.bam	0	0	0
recql1-1-100uv-f05-r1-c4_S200_.processed.bam	0	0	0
recql1-1-100uv-f05-r1-c3_S199_.processed.bam	0	0	0
recql1-1-100uv-f05-r1-c2_S198_.processed.bam	0	0	0
recql1-1-100uv-f05-r1-c1_S197_.processed.bam	0	0	0
recq5-2-single-f9-r7-c5_S243_.trimmed.mdup.bam	0.311566131710017	17	0.13
recq5-2-single-f9-r7-c4_S242_.trimmed.mdup.bam	0.0275772763243088	34	0.26
recq5-2-single-f9-r7-c2_S240_.trimmed.mdup.bam	0.00807292342003579	284	2.07
recq5-2-single-f9-r7-c1_S239_.trimmed.mdup.bam	0.0160897123354461	34	0.26
