library	background	reads.per.mb	coverage
wrn-1-200uv-f12-r2-c2_S548_.processed.bam	0	0	0
wrn-1-200uv-f12-r2-c1_S547_.processed.bam	0	0	0
wrn-1-200uv-f12-r1-c6_S545_.processed.bam	0	0	0
wrn-1-200uv-f12-r1-c5_S544_.processed.bam	0	0	0
wrn-1-200uv-f12-r1-c4_S543_.processed.bam	0	0	0
wrn-1-200uv-f12-r1-c3_S542_.processed.bam	0	0	0
wrn-1-200uv-f12-r1-c2_S541_.processed.bam	0	0	0
wrn-1-200uv-f12-r1-c1_S540_.processed.bam	0	0	0
wrn-1-100uv-f11-r6-c5_S530_.processed.bam	0	0	0
wrn-1-100uv-f11-r6-c4_S529_.processed.bam	0	0	0
wrn-1-100uv-f11-r6-c3_S528_.processed.bam	0	0	0
wrn-1-100uv-f11-r6-c2_S527_.processed.bam	0	0	0
wrn-1-100uv-f11-r6-c1_S526_.processed.bam	0	0	0
wrn-1-100uv-f11-r5-c6_S524_.processed.bam	0	0	0
wrn-1-100uv-f11-r5-c5_S523_.processed.bam	0	0	0
wrn-1-100uv-f11-r5-c4_S522_.processed.bam	0	0	0
wrn-1-100uv-f11-r5-c3_S521_.processed.bam	0	0	0
wrn-1-100uv-f11-r5-c2_S520_.processed.bam	0	0	0
wrn-1-100uv-f11-r5-c1_S519_.processed.bam	0	0	0
wrn-1-100uv-f11-r4-c6_S517_.processed.bam	0	0	0
wrn-1-100uv-f11-r4-c5_S516_.processed.bam	0	0	0
wrn-1-100uv-f11-r4-c4_S515_.processed.bam	0	0	0
wrn-1-100uv-f11-r4-c3_S514_.processed.bam	0	0	0
wrn-1-100uv-f11-r4-c2_S513_.processed.bam	0	0	0
wrn-1-100uv-f11-r4-c1_S512_.processed.bam	0	0	0
wrn-1-100uv-f11-r3-c6_S510_.processed.bam	0	0	0
wrn-1-100uv-f11-r3-c5_S509_.processed.bam	0	0	0
wrn-1-100uv-f11-r3-c4_S508_.processed.bam	0	0	0
wrn-1-100uv-f11-r3-c3_S507_.processed.bam	0	0	0
wrn-1-100uv-f11-r3-c2_S506_.processed.bam	0	0	0
wrn-1-100uv-f11-r3-c1_S505_.processed.bam	0	0	0
wrn-1-100uv-f11-r2-c6_S503_.processed.bam	0	0	0
wrn-1-100uv-f11-r2-c5_S502_.processed.bam	0	0	0
wrn-1-100uv-f11-r2-c4_S501_.processed.bam	0	0	0
wrn-1-100uv-f11-r2-c3_S500_.processed.bam	0	0	0
wrn-1-100uv-f11-r2-c2_S499_.processed.bam	0	0	0
wrn-1-100uv-f11-r1-c6_S496_.processed.bam	0	0	0
wrn-1-100uv-f11-r1-c5_S495_.processed.bam	0	0	0
wrn-1-100uv-f11-r1-c4_S494_.processed.bam	0	0	0
wrn-1-100uv-f11-r1-c3_S493_.processed.bam	0	0	0
wrn-1-100uv-f11-r1-c2_S492_.processed.bam	0	0	0
wrn-1-100uv-f11-r1-c1_S491_.processed.bam	0	0	0
rtel-1-a1h5-hkt-r53-c54_S594_.processed.bam	0.0367106371035644	32	0.22
rtel-1-a1h5-hkt-r53-c53_S593_.processed.bam	0.0267009853625562	30	0.21
rtel-1-a1h5-hkt-r53-c52_S592_.processed.bam	0.022336140607836	27	0.2
rtel-1-a1h5-hkt-r53-c51_S591_.processed.bam	0.0241571899602988	26	0.19
rtel-1-a1h5-hkt-r53-c50_S590_.processed.bam	0.032127808988764	25	0.18
rtel-1-a1h5-hkt-r53-c49_S589_.processed.bam	0.0349054166547062	27	0.19
rtel-1-a1h5-hkt-r53-c48_S588_.processed.bam	0.0400409295311953	31	0.22
rtel-1-a1h5-hkt-r53-c47_S587_.processed.bam	0.0655226209048362	18	0.13
rtel-1-a1h5-hkt-r53-c46_S586_.processed.bam	0.0477657935285054	30	0.21
rtel-1-a1h5-hkt-r53-c45_S585_.processed.bam	0.0413139790368476	22	0.16
rtel-1-a1h5-hkt-r53-c44_S584_.processed.bam	0.0672277227722772	28	0.2
rtel-1-a1h5-hkt-r53-c43_S583_.processed.bam	0.0321818976825536	27	0.18
rtel-1-a1h5-hkt-r53-c42_S582_.processed.bam	0.0519993417804838	10	0.07
rtel-1-a1h5-hkt-r53-c41_S581_.processed.bam	0.0475344563552833	10	0.07
rtel-1-a1h5-hkt-r53-c40_S580_.processed.bam	0.0438542581211589	17	0.12
rtel-1-a1h5-hkt-r53-c39_S579_.processed.bam	0.0400234397890419	13	0.09
rtel-1-a1h5-hkt-r52-c53_S557_.processed.bam	0.0298070768949438	31	0.22
rtel-1-a1h5-hkt-r52-c52_S556_.processed.bam	0.0310683098749635	28	0.2
rtel-1-a1h5-hkt-r52-c51_S555_.processed.bam	0.0483298538622129	24	0.17
rtel-1-a1h5-hkt-r52-c49_S553_.processed.bam	0.0401854714064915	23	0.16
rtel-1-a1h5-hkt-r52-c47_S551_.processed.bam	0.0572595960177246	14	0.09
rtel-1-a1h5-hkt-r52-c46_S550_.processed.bam	0.0465771764788782	17	0.12
rtel-1-a1h5-hkt-r52-c45_S549_.processed.bam	0.0421532643754866	19	0.13
rtel-1-a1h5-hkt-r52-c43_S547_.processed.bam	0.0583008849557522	23	0.16
rtel-1-a1h5-hkt-r52-c42_S546_.processed.bam	0.0782191612347805	9	0.06
rtel-1-a1h5-hkt-r52-c41_S545_.processed.bam	0.0428967541999674	10	0.07
rtel-1-a1h5-hkt-r52-c40_S544_.processed.bam	0.0382015742642026	16	0.11
rtel-1-a1h5-hkt-r52-c39_S543_.processed.bam	0.0577176988368438	12	0.08
rtel-1-a1h5-hkt-r51-c54_S522_.processed.bam	0.0463576158940397	44	0.31
rtel-1-a1h5-hkt-r51-c53_S521_.processed.bam	0.0291045651918789	44	0.3
rtel-1-a1h5-hkt-r51-c52_S520_.processed.bam	0.0266313964503387	46	0.33
rtel-1-a1h5-hkt-r51-c51_S519_.processed.bam	0.025089020286825	27	0.19
rtel-1-a1h5-hkt-r51-c49_S517_.processed.bam	0.0289865707786013	35	0.25
rtel-1-a1h5-hkt-r51-c48_S516_.processed.bam	0.033808781441236	47	0.33
rtel-1-a1h5-hkt-r51-c47_S515_.processed.bam	0.0332459649606842	31	0.22
rtel-1-a1h5-hkt-r51-c46_S514_.processed.bam	0.0263072355732767	43	0.3
rtel-1-a1h5-hkt-r51-c45_S513_.processed.bam	0.0330605662405925	34	0.24
rtel-1-a1h5-hkt-r51-c44_S512_.processed.bam	0.028133518489945	41	0.29
rtel-1-a1h5-hkt-r51-c43_S511_.processed.bam	0.070712505663797	39	0.28
rtel-1-a1h5-hkt-r51-c42_S510_.processed.bam	0.0483234714003945	16	0.11
rtel-1-a1h5-hkt-r51-c40_S508_.processed.bam	0.0352773399384523	25	0.17
rtel-1-a1h5-hkt-r51-c39_S507_.processed.bam	0.0396588301511019	18	0.13
rtel-1-a1h5-hkt-f10-r6-c4_S1112_.processed.bam	0.0719905094905095	9	0.06
rtel-1-a1h5-hkt-f10-r6-c2_S1110_.processed.bam	0.0350835953339406	46	0.32
rtel-1-a1h5-hkt-f10-r5-c6_S1109_.processed.bam	0.0466417910447761	1	0.01
rtel-1-a1h5-hkt-f10-r5-c5_S1108_.processed.bam	0.0189061277219482	70	0.5
rtel-1-a1h5-hkt-f10-r5-c4_S1107_.processed.bam	0.024007724606089	56	0.4
rtel-1-a1h5-hkt-f10-r5-c3_S1106_.processed.bam	0.0189134474056408	74	0.52
rtel-1-a1h5-hkt-f10-r5-c2_S1105_.processed.bam	0.0194870801212406	58	0.42
rtel-1-a1h5-hkt-f10-r4-c6_S1104_.processed.bam	0.0269430180656231	59	0.42
rtel-1-a1h5-hkt-f10-r4-c5_S1103_.processed.bam	0.0277309183462073	43	0.31
rtel-1-a1h5-hkt-f10-r4-c4_S1102_.processed.bam	0.0233023954536456	59	0.42
rtel-1-a1h5-hkt-f10-r4-c3_S1101_.processed.bam	0.0314057200284745	72	0.52
rtel-1-a1h5-hkt-f10-r4-c2_S1100_.processed.bam	0.0241480146396189	68	0.5
rtel-1-a1h5-hkt-f10-r3-c6_S1099_.processed.bam	0.038478734700721	45	0.33
rtel-1-a1h5-hkt-f10-r3-c5_S1098_.processed.bam	0.0310703556725884	70	0.5
rtel-1-a1h5-hkt-f10-r3-c4_S1097_.processed.bam	0.024845043110911	38	0.28
rtel-1-a1h5-hkt-f10-r3-c2_S1095_.processed.bam	0.02375080686539	57	0.41
rtel-1-a1h5-hkt-f10-r2-c6_S1094_.processed.bam	0.0452407122444493	26	0.19
rtel-1-a1h5-hkt-f10-r2-c5_S1093_.processed.bam	0.0461439362885753	11	0.08
rtel-1-a1h5-hkt-f10-r2-c4_S1092_.processed.bam	0.055349698934692	22	0.15
rtel-1-a1h5-hkt-f10-r2-c2_S1090_.processed.bam	0.0217706245410705	32	0.23
rtel-1-a1h5-hkt-f09-r6-c5_S1088_.processed.bam	0.0295213839798739	50	0.35
rtel-1-a1h5-hkt-f09-r6-c4_S1087_.processed.bam	0.0457465535767358	28	0.2
rtel-1-a1h5-hkt-f09-r6-c3_S1086_.processed.bam	0.0301759815741174	36	0.26
rtel-1-a1h5-hkt-f09-r5-c6_S1084_.processed.bam	0.0291305256557634	54	0.39
rtel-1-a1h5-hkt-f09-r5-c5_S1083_.processed.bam	0.0410010649627263	16	0.11
rtel-1-a1h5-hkt-f09-r5-c4_S1082_.processed.bam	0.0220973524544953	56	0.4
rtel-1-a1h5-hkt-f09-r5-c3_S1081_.processed.bam	0.0267639178326883	65	0.47
rtel-1-a1h5-hkt-f09-r5-c2_S1080_.processed.bam	0.0316777176227264	49	0.36
rtel-1-a1h5-hkt-f09-r4-c6_S1079_.processed.bam	0.0506647502694934	17	0.12
rtel-1-a1h5-hkt-f09-r4-c4_S1077_.processed.bam	0.0387579632022097	20	0.14
rtel-1-a1h5-hkt-f09-r4-c3_S1076_.processed.bam	0.0515504212629202	19	0.13
rtel-1-a1h5-hkt-f09-r4-c2_S1075_.processed.bam	0.0265527520821168	52	0.38
rtel-1-a1h5-hkt-f09-r3-c6_S1074_.processed.bam	0.0662011895526248	53	0.38
rtel-1-a1h5-hkt-f09-r3-c5_S1073_.processed.bam	0.0247664340752868	62	0.44
rtel-1-a1h5-hkt-f09-r3-c4_S1072_.processed.bam	0.0277203789621428	47	0.34
rtel-1-a1h5-hkt-f09-r3-c3_S1071_.processed.bam	0.0258645955451348	45	0.32
rtel-1-a1h5-hkt-f09-r3-c2_S1070_.processed.bam	0.0241614639181457	60	0.43
rtel-1-a1h5-hkt-f09-r2-c6_S1069_.processed.bam	0.0233606515859107	67	0.48
rtel-1-a1h5-hkt-f09-r2-c5_S1068_.processed.bam	0.0290813789848905	76	0.54
rtel-1-a1h5-hkt-f09-r2-c4_S1067_.processed.bam	0.0349428365944994	24	0.17
rtel-1-a1h5-hkt-f09-r2-c3_S1066_.processed.bam	0.0176224451477925	64	0.46
rtel-1-a1h5-hkt-f09-r2-c2_S1065_.processed.bam	0.0207549584133077	37	0.27
recql5-wrn-6-200uv-f10-r6-c5_S481_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r6-c4_S480_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r6-c2_S478_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r6-c1_S477_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r5-c6_S475_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r5-c5_S474_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r5-c4_S473_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r5-c3_S472_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r5-c2_S471_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r4-c6_S468_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r4-c5_S467_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r4-c4_S466_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r4-c3_S465_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r4-c2_S464_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r4-c1_S463_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r3-c6_S461_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r3-c5_S460_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r3-c4_S459_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r3-c3_S458_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r3-c2_S457_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r3-c1_S456_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r2-c6_S454_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r2-c5_S453_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r2-c4_S452_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r2-c3_S451_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r2-c2_S450_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r2-c1_S449_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r1-c6_S447_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r1-c5_S446_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r1-c4_S445_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r1-c3_S444_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r1-c2_S443_.processed.bam	0	0	0
recql5-wrn-6-200uv-f10-r1-c1_S442_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r6-c2_S429_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r6-c1_S428_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r5-c6_S426_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r5-c5_S425_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r5-c4_S424_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r5-c3_S423_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r5-c2_S422_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r5-c1_S421_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r4-c6_S419_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r4-c5_S418_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r4-c4_S417_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r4-c3_S416_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r4-c2_S415_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r4-c1_S414_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r3-c6_S412_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r3-c5_S411_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r3-c3_S409_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r3-c2_S408_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r3-c1_S407_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r2-c6_S405_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r2-c5_S404_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r2-c4_S403_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r2-c3_S402_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r2-c2_S401_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r2-c1_S400_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r1-c6_S398_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r1-c5_S397_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r1-c4_S396_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r1-c3_S395_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r1-c2_S394_.processed.bam	0	0	0
recql5-wrn-6-100uv-f09-r1-c1_S393_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r6-c5_S383_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r6-c4_S382_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r6-c3_S381_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r6-c2_S380_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r6-c1_S379_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r5-c6_S377_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r5-c5_S376_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r5-c4_S375_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r5-c3_S374_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r5-c2_S373_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r5-c1_S372_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r4-c6_S370_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r4-c5_S369_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r4-c4_S368_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r4-c3_S367_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r4-c2_S366_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r4-c1_S365_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r3-c6_S363_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r3-c5_S362_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r3-c4_S361_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r3-c3_S360_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r3-c2_S359_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r3-c1_S358_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r2-c5_S355_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r2-c4_S354_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r2-c3_S353_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r2-c2_S352_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r2-c1_S351_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r1-c6_S349_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r1-c5_S348_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r1-c4_S347_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r1-c3_S346_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r1-c2_S345_.processed.bam	0	0	0
recql5-wrn-1-200uv-f08-r1-c1_S344_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r6-c5_S334_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r6-c4_S333_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r6-c3_S332_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r6-c2_S331_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r6-c1_S330_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r5-c6_S328_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r5-c5_S327_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r5-c4_S326_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r5-c3_S325_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r5-c2_S324_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r5-c1_S323_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r4-c6_S321_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r4-c5_S320_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r4-c4_S319_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r4-c3_S318_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r4-c2_S317_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r4-c1_S316_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r3-c6_S314_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r3-c5_S313_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r3-c4_S312_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r3-c3_S311_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r3-c2_S310_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r3-c1_S309_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r2-c6_S307_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r2-c5_S306_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r2-c4_S305_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r2-c3_S304_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r2-c2_S303_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r2-c1_S302_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r1-c6_S300_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r1-c5_S299_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r1-c4_S298_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r1-c3_S297_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r1-c2_S296_.processed.bam	0	0	0
recql5-wrn-1-100uv-f07-r1-c1_S295_.processed.bam	0	0	0
recql5-2-fdu-single-f6-r6-c5_S149_.trimmed.mdup.bam	0.0467941623124244	49	0.36
recql5-2-fdu-single-f6-r6-c4_S148_.trimmed.mdup.bam	0.0547564870676158	44	0.32
recql5-2-fdu-single-f6-r6-c3_S147_.trimmed.mdup.bam	0.0436950030910071	52	0.38
recql5-2-fdu-single-f6-r6-c2_S146_.trimmed.mdup.bam	0.0950851673435975	38	0.28
recql5-2-fdu-single-f6-r5-c5_S144_.trimmed.mdup.bam	0.0622825330549756	3	0.02
recql5-2-fdu-single-f6-r5-c4_S143_.trimmed.mdup.bam	0.0443903683497851	68	0.51
recql5-2-fdu-single-f6-r5-c3_S142_.trimmed.mdup.bam	0.102146814404432	2	0.02
recql5-2-fdu-single-f6-r5-c2_S141_.trimmed.mdup.bam	0.0381688757977418	37	0.28
recql5-2-fdu-single-f6-r4-c6_S140_.trimmed.mdup.bam	0.0303218240454658	52	0.38
recql5-2-fdu-single-f6-r4-c2_S136_.trimmed.mdup.bam	0.0506562424046018	32	0.24
recql5-2-fdu-single-f6-r3-c6_S135_.trimmed.mdup.bam	0.0574564040889958	76	0.56
recql5-2-fdu-single-f6-r3-c5_S134_.trimmed.mdup.bam	0.0340546118691543	79	0.58
recql5-2-fdu-single-f6-r3-c4_S133_.trimmed.mdup.bam	0.0479020510299835	44	0.34
recql5-2-fdu-single-f6-r3-c3_S132_.trimmed.mdup.bam	0.0341679662175185	46	0.34
recql5-2-fdu-single-f6-r3-c2_S131_.trimmed.mdup.bam	0.0309147821193683	55	0.4
recql5-2-fdu-single-f6-r2-c6_S130_.trimmed.mdup.bam	0.0327687865479339	83	0.61
recql5-2-fdu-single-f6-r2-c4_S128_.trimmed.mdup.bam	0.0497391435844444	60	0.44
recql5-2-fdu-single-f6-r2-c3_S127_.trimmed.mdup.bam	0.130095726271057	48	0.37
recql5-2-fdu-single-f6-r2-c2_S126_.trimmed.mdup.bam	0.060569425134498	17	0.12
recql5-2-fdu-single-f5-r6-c5_S124_.trimmed.mdup.bam	0.0503446636558117	63	0.46
recql5-2-fdu-single-f5-r6-c4_S123_.trimmed.mdup.bam	0.0377993005111649	68	0.5
recql5-2-fdu-single-f5-r6-c3_S122_.trimmed.mdup.bam	0.0576886866867172	103	0.76
recql5-2-fdu-single-f5-r6-c2_S121_.trimmed.mdup.bam	0.0379429232640242	128	0.94
recql5-2-fdu-single-f5-r5-c6_S120_.trimmed.mdup.bam	0.0831798565106243	29	0.22
recql5-2-fdu-single-f5-r5-c5_S119_.trimmed.mdup.bam	0.112545375738202	69	0.53
recql5-2-fdu-single-f5-r5-c4_S118_.trimmed.mdup.bam	0.0423265727942126	127	0.93
recql5-2-fdu-single-f5-r5-c3_S117_.trimmed.mdup.bam	0.0450723909767868	74	0.55
recql5-2-fdu-single-f5-r5-c2_S116_.trimmed.mdup.bam	0.0448685210328978	43	0.32
recql5-2-fdu-single-f5-r4-c6_S115_.trimmed.mdup.bam	0.0822562380413136	87	0.64
recql5-2-fdu-single-f5-r4-c4_S113_.trimmed.mdup.bam	0.0920956610579429	143	1.11
recql5-2-fdu-single-f5-r4-c3_S112_.trimmed.mdup.bam	0.0433363187241788	49	0.36
recql5-2-fdu-single-f5-r4-c2_S111_.trimmed.mdup.bam	0.0354753699574296	26	0.19
recql5-2-fdu-single-f5-r3-c6_S110_.trimmed.mdup.bam	0.0357784419394567	101	0.73
recql5-2-fdu-single-f5-r3-c5_S109_.trimmed.mdup.bam	0.0527448355011477	46	0.34
recql5-2-fdu-single-f5-r3-c3_S107_.trimmed.mdup.bam	0.0582828838745184	13	0.1
recql5-2-fdu-single-f5-r3-c2_S106_.trimmed.mdup.bam	0.0584315453243749	17	0.13
recql5-2-fdu-single-f5-r2-c6_S105_.trimmed.mdup.bam	0.046664551352889	53	0.39
recql5-2-fdu-single-f5-r2-c5_S104_.trimmed.mdup.bam	0.0577605543328314	93	0.69
recql5-2-fdu-single-f5-r2-c4_S103_.trimmed.mdup.bam	0.0992307560520139	75	0.57
recql5-2-fdu-single-f5-r2-c3_S102_.trimmed.mdup.bam	0.0492870099973156	122	0.88
recql5-2-fdu-single-f5-r2-c2_S101_.trimmed.mdup.bam	0.0555749527444347	58	0.43
recql5-2-a1h5-hkt-r47-c69_S393_.processed.bam	0.0232837253960634	15	0.11
recql5-2-a1h5-hkt-r47-c68_S392_.processed.bam	0.0308540847531673	17	0.12
recql5-2-a1h5-hkt-r47-c67_S391_.processed.bam	0.0791702953052015	28	0.2
recql5-2-a1h5-hkt-r47-c66_S390_.processed.bam	0.0252947004468528	31	0.22
recql5-2-a1h5-hkt-r47-c65_S389_.processed.bam	0.0250204761024069	45	0.32
recql5-2-a1h5-hkt-r47-c64_S388_.processed.bam	0.0486162856059715	41	0.29
recql5-2-a1h5-hkt-r47-c63_S387_.processed.bam	0.0253543960187	33	0.23
recql5-2-a1h5-hkt-r47-c62_S386_.processed.bam	0.0594435936702399	51	0.37
recql5-2-a1h5-hkt-r47-c61_S385_.processed.bam	0.0557296012342375	53	0.38
recql5-2-a1h5-hkt-r47-c59_S383_.processed.bam	0.0743789267392933	69	0.5
recql5-2-a1h5-hkt-r47-c58_S382_.processed.bam	0.0278403209800134	53	0.38
recql5-2-a1h5-hkt-r47-c56_S380_.processed.bam	0.0382715054073042	47	0.33
recql5-2-a1h5-hkt-r47-c55_S379_.processed.bam	0.0171199596895133	58	0.41
recql5-2-a1h5-hkt-r47-c54_S378_.processed.bam	0.0371457397046684	58	0.4
recql5-2-a1h5-hkt-r47-c53_S377_.processed.bam	0.0309507545177917	59	0.41
recql5-2-a1h5-hkt-r47-c51_S375_.processed.bam	0.0271238793904367	55	0.38
recql5-2-a1h5-hkt-r47-c50_S374_.processed.bam	0.0281212787395805	55	0.39
recql5-2-a1h5-hkt-r47-c48_S372_.processed.bam	0.0602541997894383	55	0.39
recql5-2-a1h5-hkt-r47-c47_S371_.processed.bam	0.0301172104810608	31	0.22
recql5-2-a1h5-hkt-r47-c46_S370_.processed.bam	0.0196858425132599	59	0.42
recql5-2-a1h5-hkt-r47-c45_S369_.processed.bam	0.0311747961330601	54	0.38
recql5-2-a1h5-hkt-r47-c44_S368_.processed.bam	0.0313459859678619	58	0.4
recql5-2-a1h5-hkt-r47-c42_S366_.processed.bam	0.0832200731834814	24	0.17
recql5-2-a1h5-hkt-r47-c41_S365_.processed.bam	0.0500284684000759	17	0.12
recql5-2-a1h5-hkt-r47-c40_S364_.processed.bam	0.0376696132998654	34	0.24
