file	coverage	spikiness	evenness.mean	evenness.med	end.x	background	reads.per.mb.bpr	coverage.bpr	end.y	gene
wrn-1-200uv-f12-r3-c5_S558_.processed.bam	0.0256848202207914	0.105369182171589	0.203166353021787	0.194811050779265	se	0.021408971119624	320	2.19	se	WRN
wrn-1-200uv-f12-r3-c6_S559_.processed.bam	0.0280800452872246	0.106923642794944	0.175590645568839	0.173509271908452	se	0.0191718181711409	345	2.4	se	WRN
wrn-1-200uv-f12-r4-c1_S561_.processed.bam	0.0278367255615163	0.103443424640162	0.172576133330206	0.171272120510602	se	0.0256444262255552	334	2.36	se	WRN
wrn-1-200uv-f12-r4-c2_S562_.processed.bam	0.0325001243302758	0.103044859639808	0.181959416617056	0.181428285595673	se	0.025377441980266	389	2.75	se	WRN
wrn-1-200uv-f12-r4-c3_S563_.processed.bam	0.0344651448018341	0.108682297366987	0.190346208671273	0.185872490483521	se	0.0237038081142669	417	2.89	se	WRN
wrn-1-200uv-f12-r4-c4_S564_.processed.bam	0.0268820352843952	0.112576188294072	0.198088743013284	0.196195539891674	se	0.0232344327473986	328	2.3	se	WRN
wrn-1-200uv-f12-r4-c6_S566_.processed.bam	0.0309382643297143	0.132368786001483	0.189939305211481	0.188651462766335	se	0.106084958813407	375	2.63	se	WRN
wrn-1-200uv-f12-r5-c1_S568_.processed.bam	0.0238393968176529	0.107986749568745	0.197337729119249	0.189408705522755	se	0.0150730248892766	287	1.99	se	WRN
wrn-1-200uv-f12-r5-c2_S569_.processed.bam	0.0270107250975781	0.118470228007932	0.205726752395383	0.198959442539134	se	0.038216660271119	331	2.28	se	WRN
wrn-1-200uv-f12-r5-c3_S570_.processed.bam	0.0304942083640642	0.129509596056943	0.18919879083647	0.188364145001942	se	0.0433689809221888	361	2.56	se	WRN
wrn-1-200uv-f12-r5-c4_S571_.processed.bam	0.0299813067758284	0.101319658649773	0.188568607857124	0.184473425325889	se	0.0204890011213113	364	2.52	se	WRN
wrn-1-200uv-f12-r5-c5_S572_.processed.bam	0.0372203704820834	0.192694568643042	0.219614737987081	0.21697588525604	se	0.12362500037415	420	3.14	se	WRN
wrn-1-200uv-f12-r5-c6_S573_.processed.bam	0.0227272489938993	0.162258749099063	0.203759872953777	0.203540011786624	se	0.0782827679090858	262	1.89	se	WRN
wrn-1-200uv-f12-r6-c1_S575_.processed.bam	0.0128146372652437	0.127869497450176	0.194439494379759	0.189108786659992	se	0.0132835265670531	157	1.09	se	WRN
wrn-1-200uv-f12-r6-c2_S576_.processed.bam	0.027122368888092	0.116840678373421	0.167296473786212	0.16468327669814	se	0.0382957662246602	334	2.44	se	WRN
wrn-1-200uv-f12-r6-c3_S577_.processed.bam	0.0171383687027413	0.114449307127202	0.186893632593044	0.184632887063857	se	0.0231521405498633	233	1.58	se	WRN
wrn-1-200uv-f12-r6-c4_S578_.processed.bam	0.0170225131914506	0.123243652678038	0.211977777353298	0.204986674546316	se	0.0414951597756734	235	1.57	se	WRN
wrn-1-200uv-f12-r6-c5_S579_.processed.bam	0.0224141015475721	0.105029008565605	0.195384919487141	0.188831614260042	se	0.0340112871125167	304	2.04	se	WRN
