file	RPM
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c23_S203_.trimmed.mdup.bam	3
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c24_S204_.trimmed.mdup.bam	6
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c25_S205_.trimmed.mdup.bam	115
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c26_S206_.trimmed.mdup.bam	39
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c27_S207_.trimmed.mdup.bam	45
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c28_S208_.trimmed.mdup.bam	39
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c29_S209_.trimmed.mdup.bam	13
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c30_S210_.trimmed.mdup.bam	11
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c31_S211_.trimmed.mdup.bam	108
July_27_2021_NextSeq_na878-a1h5kle-idtadpt-wash-r06-c32_S212_.trimmed.mdup.bam	138
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c01_S1_.trimmed.mdup.bam	68
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c02_S2_.trimmed.mdup.bam	150
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c03_S3_.trimmed.mdup.bam	87
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c05_S5_.trimmed.mdup.bam	5
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c06_S6_.trimmed.mdup.bam	1
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c15_S15_.trimmed.mdup.bam	8
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c17_S17_.trimmed.mdup.bam	4
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c18_S18_.trimmed.mdup.bam	8
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c19_S19_.trimmed.mdup.bam	22
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c22_S22_.trimmed.mdup.bam	2
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c24_S24_.trimmed.mdup.bam	1
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c25_S25_.trimmed.mdup.bam	38
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c26_S26_.trimmed.mdup.bam	1
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c28_S28_.trimmed.mdup.bam	1
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c31_S31_.trimmed.mdup.bam	32
July_27_2021_NextSeq_na878-a1h5kle-regadpt-r01-c32_S32_.trimmed.mdup.bam	25
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c01_S37_.trimmed.mdup.bam	4
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c02_S38_.trimmed.mdup.bam	11
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c03_S39_.trimmed.mdup.bam	2
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c04_S40_.trimmed.mdup.bam	172
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c05_S41_.trimmed.mdup.bam	233
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c06_S42_.trimmed.mdup.bam	229
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c07_S43_.trimmed.mdup.bam	164
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c08_S44_.trimmed.mdup.bam	148
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c09_S45_.trimmed.mdup.bam	18
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c10_S46_.trimmed.mdup.bam	94
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c11_S47_.trimmed.mdup.bam	162
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c12_S48_.trimmed.mdup.bam	114
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c13_S49_.trimmed.mdup.bam	113
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c14_S50_.trimmed.mdup.bam	79
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c15_S51_.trimmed.mdup.bam	32
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c16_S52_.trimmed.mdup.bam	33
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c17_S53_.trimmed.mdup.bam	13
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c18_S54_.trimmed.mdup.bam	32
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c20_S56_.trimmed.mdup.bam	33
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c21_S57_.trimmed.mdup.bam	12
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c22_S58_.trimmed.mdup.bam	7
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c23_S59_.trimmed.mdup.bam	2
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c25_S61_.trimmed.mdup.bam	100
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c26_S62_.trimmed.mdup.bam	29
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c27_S63_.trimmed.mdup.bam	33
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c28_S64_.trimmed.mdup.bam	28
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c29_S65_.trimmed.mdup.bam	8
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c30_S66_.trimmed.mdup.bam	9
July_27_2021_NextSeq_na878-a1h5kle-regadpt-wash-r02-c32_S68_.trimmed.mdup.bam	1
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c01_S721_.trimmed.mdup.bam	164
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c02_S722_.trimmed.mdup.bam	203
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c03_S723_.trimmed.mdup.bam	154
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c04_S724_.trimmed.mdup.bam	151
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c05_S725_.trimmed.mdup.bam	208
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c06_S726_.trimmed.mdup.bam	189
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c07_S727_.trimmed.mdup.bam	138
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c08_S728_.trimmed.mdup.bam	124
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c09_S729_.trimmed.mdup.bam	28
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c11_S731_.trimmed.mdup.bam	159
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c12_S732_.trimmed.mdup.bam	72
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c13_S733_.trimmed.mdup.bam	93
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c15_S735_.trimmed.mdup.bam	25
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c16_S736_.trimmed.mdup.bam	21
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c17_S737_.trimmed.mdup.bam	10
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c18_S738_.trimmed.mdup.bam	24
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c19_S739_.trimmed.mdup.bam	42
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c20_S740_.trimmed.mdup.bam	23
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c21_S741_.trimmed.mdup.bam	9
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c22_S742_.trimmed.mdup.bam	4
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c23_S743_.trimmed.mdup.bam	2
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c24_S744_.trimmed.mdup.bam	3
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c25_S745_.trimmed.mdup.bam	79
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c26_S746_.trimmed.mdup.bam	21
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c27_S747_.trimmed.mdup.bam	27
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c28_S748_.trimmed.mdup.bam	20
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c29_S749_.trimmed.mdup.bam	9
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c30_S750_.trimmed.mdup.bam	7
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c31_S751_.trimmed.mdup.bam	68
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-r21-c32_S752_.trimmed.mdup.bam	93
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c01_S757_.trimmed.mdup.bam	125
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c03_S759_.trimmed.mdup.bam	101
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c05_S761_.trimmed.mdup.bam	154
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c06_S762_.trimmed.mdup.bam	153
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c07_S763_.trimmed.mdup.bam	103
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c08_S764_.trimmed.mdup.bam	98
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c09_S765_.trimmed.mdup.bam	22
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c10_S766_.trimmed.mdup.bam	72
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c12_S768_.trimmed.mdup.bam	42
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c14_S770_.trimmed.mdup.bam	48
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c15_S771_.trimmed.mdup.bam	23
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c16_S772_.trimmed.mdup.bam	19
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c17_S773_.trimmed.mdup.bam	9
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c18_S774_.trimmed.mdup.bam	21
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c19_S775_.trimmed.mdup.bam	37
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c20_S776_.trimmed.mdup.bam	20
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c21_S777_.trimmed.mdup.bam	8
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c22_S778_.trimmed.mdup.bam	4
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c25_S781_.trimmed.mdup.bam	62
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c26_S782_.trimmed.mdup.bam	21
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c27_S783_.trimmed.mdup.bam	23
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c28_S784_.trimmed.mdup.bam	17
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c29_S785_.trimmed.mdup.bam	7
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c30_S786_.trimmed.mdup.bam	6
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c31_S787_.trimmed.mdup.bam	63
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-dntp-wash-r22-c32_S788_.trimmed.mdup.bam	82
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c01_S577_.trimmed.mdup.bam	119
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c02_S578_.trimmed.mdup.bam	165
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c03_S579_.trimmed.mdup.bam	120
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c04_S580_.trimmed.mdup.bam	126
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c05_S581_.trimmed.mdup.bam	177
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c06_S582_.trimmed.mdup.bam	170
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c07_S583_.trimmed.mdup.bam	129
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c08_S584_.trimmed.mdup.bam	103
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c09_S585_.trimmed.mdup.bam	17
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c10_S586_.trimmed.mdup.bam	71
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c11_S587_.trimmed.mdup.bam	139
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c12_S588_.trimmed.mdup.bam	62
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c13_S589_.trimmed.mdup.bam	76
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c15_S591_.trimmed.mdup.bam	18
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c16_S592_.trimmed.mdup.bam	1
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c17_S593_.trimmed.mdup.bam	9
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c18_S594_.trimmed.mdup.bam	21
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c19_S595_.trimmed.mdup.bam	36
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c20_S596_.trimmed.mdup.bam	20
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c21_S597_.trimmed.mdup.bam	7
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c22_S598_.trimmed.mdup.bam	4
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c23_S599_.trimmed.mdup.bam	2
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c24_S600_.trimmed.mdup.bam	3
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c25_S601_.trimmed.mdup.bam	65
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c26_S602_.trimmed.mdup.bam	17
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c27_S603_.trimmed.mdup.bam	23
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c28_S604_.trimmed.mdup.bam	17
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c29_S605_.trimmed.mdup.bam	6
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c30_S606_.trimmed.mdup.bam	5
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c31_S607_.trimmed.mdup.bam	59
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-r17-c32_S608_.trimmed.mdup.bam	83
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c01_S613_.trimmed.mdup.bam	333
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c02_S614_.trimmed.mdup.bam	5
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c03_S615_.trimmed.mdup.bam	271
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c04_S616_.trimmed.mdup.bam	2
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c05_S617_.trimmed.mdup.bam	470
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c06_S618_.trimmed.mdup.bam	429
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c07_S619_.trimmed.mdup.bam	2
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c08_S620_.trimmed.mdup.bam	238
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c09_S621_.trimmed.mdup.bam	44
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c10_S622_.trimmed.mdup.bam	158
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c11_S623_.trimmed.mdup.bam	346
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c12_S624_.trimmed.mdup.bam	145
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c13_S625_.trimmed.mdup.bam	169
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c14_S626_.trimmed.mdup.bam	111
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c15_S627_.trimmed.mdup.bam	51
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c16_S628_.trimmed.mdup.bam	46
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c17_S629_.trimmed.mdup.bam	20
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c18_S630_.trimmed.mdup.bam	57
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c19_S631_.trimmed.mdup.bam	83
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c20_S632_.trimmed.mdup.bam	56
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c21_S633_.trimmed.mdup.bam	26
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c22_S634_.trimmed.mdup.bam	12
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c23_S635_.trimmed.mdup.bam	6
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c26_S638_.trimmed.mdup.bam	54
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c27_S639_.trimmed.mdup.bam	65
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c28_S640_.trimmed.mdup.bam	51
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c29_S641_.trimmed.mdup.bam	22
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c30_S642_.trimmed.mdup.bam	19
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c31_S643_.trimmed.mdup.bam	141
July_27_2021_NextSeq_na878-a1h5taq-idtadpt-wash-r18-c32_S644_.trimmed.mdup.bam	220
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c01_S433_.trimmed.mdup.bam	163
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c02_S434_.trimmed.mdup.bam	318
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c03_S435_.trimmed.mdup.bam	183
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c04_S436_.trimmed.mdup.bam	183
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c05_S437_.trimmed.mdup.bam	332
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c06_S438_.trimmed.mdup.bam	283
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c07_S439_.trimmed.mdup.bam	165
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c08_S440_.trimmed.mdup.bam	133
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c09_S441_.trimmed.mdup.bam	15
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c10_S442_.trimmed.mdup.bam	84
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c11_S443_.trimmed.mdup.bam	211
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c12_S444_.trimmed.mdup.bam	92
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c13_S445_.trimmed.mdup.bam	100
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c14_S446_.trimmed.mdup.bam	62
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c15_S447_.trimmed.mdup.bam	24
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c16_S448_.trimmed.mdup.bam	19
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c17_S449_.trimmed.mdup.bam	10
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c18_S450_.trimmed.mdup.bam	24
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c19_S451_.trimmed.mdup.bam	37
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c20_S452_.trimmed.mdup.bam	21
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c21_S453_.trimmed.mdup.bam	8
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c22_S454_.trimmed.mdup.bam	4
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c23_S455_.trimmed.mdup.bam	1
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c24_S456_.trimmed.mdup.bam	3
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c25_S457_.trimmed.mdup.bam	81
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c26_S458_.trimmed.mdup.bam	18
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c27_S459_.trimmed.mdup.bam	24
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c28_S460_.trimmed.mdup.bam	17
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c29_S461_.trimmed.mdup.bam	6
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c30_S462_.trimmed.mdup.bam	5
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c31_S463_.trimmed.mdup.bam	66
July_27_2021_NextSeq_na878-a1h5taq-regadpt-r13-c32_S464_.trimmed.mdup.bam	116
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c01_S469_.trimmed.mdup.bam	211
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c03_S471_.trimmed.mdup.bam	198
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c04_S472_.trimmed.mdup.bam	205
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c05_S473_.trimmed.mdup.bam	328
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c06_S474_.trimmed.mdup.bam	304
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c07_S475_.trimmed.mdup.bam	186
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c08_S476_.trimmed.mdup.bam	161
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c09_S477_.trimmed.mdup.bam	19
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c10_S478_.trimmed.mdup.bam	106
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c11_S479_.trimmed.mdup.bam	268
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c12_S480_.trimmed.mdup.bam	102
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c14_S482_.trimmed.mdup.bam	76
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c15_S483_.trimmed.mdup.bam	30
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c16_S484_.trimmed.mdup.bam	26
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c18_S486_.trimmed.mdup.bam	34
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c21_S489_.trimmed.mdup.bam	13
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c22_S490_.trimmed.mdup.bam	4
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c23_S491_.trimmed.mdup.bam	3
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c24_S492_.trimmed.mdup.bam	4
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c25_S493_.trimmed.mdup.bam	110
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c26_S494_.trimmed.mdup.bam	26
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c27_S495_.trimmed.mdup.bam	37
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c29_S497_.trimmed.mdup.bam	9
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c30_S498_.trimmed.mdup.bam	8
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c31_S499_.trimmed.mdup.bam	91
July_27_2021_NextSeq_na878-a1h5taq-regadpt-wash-r14-c32_S500_.trimmed.mdup.bam	156
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r1-c2_S100_.trimmed.mdup.bam	18
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r1-c4_S102_.trimmed.mdup.bam	75
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r1-c5_S103_.trimmed.mdup.bam	81
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r1-c6_S104_.trimmed.mdup.bam	100
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r1-c7_S105_.trimmed.mdup.bam	26
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r2-c1_S106_.trimmed.mdup.bam	84
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r2-c2_S107_.trimmed.mdup.bam	56
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r2-c3_S108_.trimmed.mdup.bam	113
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r2-c5_S110_.trimmed.mdup.bam	111
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r2-c6_S111_.trimmed.mdup.bam	100
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r2-c7_S112_.trimmed.mdup.bam	83
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r3-c1_S113_.trimmed.mdup.bam	136
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r3-c2_S114_.trimmed.mdup.bam	133
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r3-c3_S115_.trimmed.mdup.bam	105
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r3-c4_S116_.trimmed.mdup.bam	118
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r3-c5_S117_.trimmed.mdup.bam	93
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r3-c6_S118_.trimmed.mdup.bam	90
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r3-c7_S119_.trimmed.mdup.bam	105
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r4-c1_S120_.trimmed.mdup.bam	129
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r4-c2_S121_.trimmed.mdup.bam	141
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r4-c3_S122_.trimmed.mdup.bam	121
June_16_2021_NextSeq_na12878-brdu-a1h5-200a-yeast-f05-r4-c4_S123_.trimmed.mdup.bam	74
